AccountId,AccountName,AccountType,AccountTier,Industry,AnnualRevenue,EmployeeCount,City,StateProvince,Country,SalesTerritoryId,CustomerSinceDate,StrategicAccountFlag,PrimaryPowertrainFocus,AccountStatus
001000000000154AAA,Beacon Transport Group,Tier 2 Supplier,Standard,Automotive Manufacturing,552434809,1315,Little Rock,Arkansas,USA,TerritorySC,2023-01-22,false,ICE,Active
001000000000155AAA,Pinnacle Mobility,Tier 2 Supplier,Standard,Automotive Manufacturing,524077026,1248,Milwaukee,Wisconsin,USA,TerritoryGL,2014-03-30,false,Both,Active
001000000000156AAA,Maple Powertrain,Tier 2 Supplier,Standard,Automotive Manufacturing,479321134,1141,Los Angeles,California,USA,TerritoryWest,2024-11-06,false,Hybrid,Active
001000000000157AAA,Suncrest Manufacturing 17,Tier 2 Supplier,Gold,Automotive Manufacturing,895839058,2133,Toledo,Ohio,USA,TerritoryGL,2022-09-22,false,Both,Active
001000000000158AAA,Cobalt Mobility,Tier 2 Supplier,Standard,Automotive Manufacturing,543538680,1294,Columbus,Ohio,USA,TerritoryGL,2023-09-17,false,Both,Active
001000000000159AAA,Redwood Performance Parts,Tier 2 Supplier,Standard,Automotive Manufacturing,585161005,1393,Dallas,Texas,USA,TerritorySC,2011-07-23,false,ICE,Active
001000000000160AAA,Lakeview Vehicle Systems,Tier 2 Supplier,Silver,Automotive Manufacturing,672177535,1600,San Jose,California,USA,TerritoryWest,2013-04-27,false,Hybrid,Active
001000000000161AAA,Central Fleet Solutions,Tier 2 Supplier,Gold,Automotive Manufacturing,1076300045,2563,Querétaro,Querétaro,Mexico,TerritoryMexico,2015-08-01,false,Both,Active
001000000000162AAA,Cobalt Manufacturing,Tier 2 Supplier,Silver,Automotive Manufacturing,397375000,946,Portland,Oregon,USA,TerritoryWest,2009-03-30,false,Hybrid,Active
001000000000163AAA,Blue Ridge Engineering,Tier 2 Supplier,Silver,Automotive Manufacturing,432069345,1029,Baton Rouge,Louisiana,USA,TerritorySC,2016-01-04,false,ICE,Active
001000000000164AAA,Beacon Automotive,Tier 2 Supplier,Silver,Automotive Manufacturing,601907883,1433,Denver,Colorado,USA,TerritoryWest,2016-09-02,false,Hybrid,Active
001000000000165AAA,Maple Motor Systems 51,Tier 2 Supplier,Silver,Automotive Manufacturing,545865570,1300,Birmingham,Alabama,USA,TerritorySE,2010-09-26,false,ICE,Active
001000000000166AAA,Silverline Mobility,Tier 2 Supplier,Standard,Automotive Manufacturing,493584217,1175,Toledo,Ohio,USA,TerritoryGL,2016-02-14,false,Both,Active
001000000000167AAA,Central Vehicle Systems,Tier 2 Supplier,Standard,Automotive Manufacturing,483766632,1152,Columbus,Ohio,USA,TerritoryGL,2017-07-23,false,Hybrid,Active
001000000000168AAA,Westgate Distribution,Tier 2 Supplier,Standard,Automotive Manufacturing,510793154,1216,Milwaukee,Wisconsin,USA,TerritoryGL,2021-10-31,false,Hybrid,Active
001000000000169AAA,Redwood Industrial Supply 37,Tier 2 Supplier,Standard,Automotive Manufacturing,271874141,647,San Jose,California,USA,TerritoryWest,2022-11-23,false,ICE,Active
001000000000170AAA,Cobalt Components 50,Tier 2 Supplier,Standard,Automotive Manufacturing,390349425,929,Los Angeles,California,USA,TerritoryWest,2014-10-26,false,ICE,Active
001000000000171AAA,Northfield Manufacturing,Tier 2 Supplier,Standard,Automotive Manufacturing,506812546,1207,Denver,Colorado,USA,TerritoryWest,2014-04-23,false,Both,Active
001000000000172AAA,Atlas Vehicle Systems,Tier 2 Supplier,Standard,Automotive Manufacturing,570126593,1357,Louisville,Kentucky,USA,TerritorySE,2010-05-01,false,Both,Active
001000000000173AAA,Valley Industrial Supply,Tier 2 Supplier,Gold,Automotive Manufacturing,922983146,2198,Windsor,Ontario,Canada,TerritoryCanada,2009-10-23,true,Both,Active
001000000000174AAA,Pinnacle Mobility 52,Tier 2 Supplier,Silver,Automotive Manufacturing,876269864,2086,Calgary,Alberta,Canada,TerritoryCanada,2021-12-23,false,ICE,Active
001000000000175AAA,Crescent Powertrain 79,Tier 2 Supplier,Silver,Automotive Manufacturing,539671560,1285,Newark,New Jersey,USA,TerritoryNE,2008-07-05,false,ICE,Active
001000000000176AAA,Windward Engineering,Tier 2 Supplier,Silver,Automotive Manufacturing,827675801,1971,Atlanta,Georgia,USA,TerritorySE,2024-01-09,false,ICE,Active
001000000000177AAA,Keystone Motor Systems,Tier 2 Supplier,Standard,Automotive Manufacturing,572069234,1362,Saltillo,Coahuila,Mexico,TerritoryMexico,2015-06-30,false,Both,Active
001000000000178AAA,Cedar Fleet Solutions,Tier 2 Supplier,Standard,Automotive Manufacturing,562100538,1338,Boston,Massachusetts,USA,TerritoryNE,2023-04-06,false,ICE,Active
001000000000179AAA,Valley Powertrain 29,Tier 2 Supplier,Standard,Automotive Manufacturing,394930611,940,Windsor,Ontario,Canada,TerritoryCanada,2024-09-29,false,ICE,Active
001000000000180AAA,Pacific Manufacturing,Tier 2 Supplier,Silver,Automotive Manufacturing,733159713,1746,Portland,Oregon,USA,TerritoryWest,2018-04-04,false,Hybrid,Active
001000000000181AAA,Westgate Mobility,Tier 2 Supplier,Standard,Automotive Manufacturing,462014019,1100,Grand Rapids,Michigan,USA,TerritoryGL,2011-09-03,false,ICE,Active
001000000000182AAA,Windward Vehicle Systems 73,Tier 2 Supplier,Standard,Automotive Manufacturing,405482299,965,Baton Rouge,Louisiana,USA,TerritorySC,2025-02-11,false,Hybrid,Active
001000000000183AAA,Suncrest Components,Tier 2 Supplier,Silver,Automotive Manufacturing,572827699,1364,Buffalo,New York,USA,TerritoryNE,2022-02-07,false,Hybrid,Active
001000000000184AAA,Atlas Performance Parts 54,Tier 2 Supplier,Silver,Automotive Manufacturing,837763955,1995,Little Rock,Arkansas,USA,TerritorySC,2008-10-02,false,ICE,Active
001000000000185AAA,Harbor Distribution 46,Tier 2 Supplier,Standard,Automotive Manufacturing,487252722,1160,Seattle,Washington,USA,TerritoryWest,2009-05-08,false,Hybrid,Active
001000000000186AAA,Granite Powertrain,Tier 2 Supplier,Silver,Automotive Manufacturing,798886463,1902,Montreal,Quebec,Canada,TerritoryCanada,2014-01-22,false,Both,Active
001000000000187AAA,Prairie Vehicle Systems,Tier 2 Supplier,Silver,Automotive Manufacturing,894873245,2131,Toledo,Ohio,USA,TerritoryGL,2018-11-06,false,ICE,Active
001000000000188AAA,Beacon Manufacturing,Tier 2 Supplier,Gold,Automotive Manufacturing,771215937,1836,Tulsa,Oklahoma,USA,TerritorySC,2024-06-12,false,Hybrid,Active
001000000000189AAA,Westgate Transport Group 85,Tier 2 Supplier,Silver,Automotive Manufacturing,702421265,1672,Phoenix,Arizona,USA,TerritoryWest,2017-05-16,false,Both,Active
001000000000190AAA,Eastgate Assembly,Tier 2 Supplier,Silver,Automotive Manufacturing,899347700,2141,Toledo,Ohio,USA,TerritoryGL,2012-01-20,false,ICE,Active
001000000000191AAA,Stonebridge Powertrain 53,Tier 2 Supplier,Silver,Automotive Manufacturing,867872966,2066,Detroit,Michigan,USA,TerritoryGL,2019-09-23,false,ICE,Active
001000000000192AAA,Valley Distribution,Tier 2 Supplier,Standard,Automotive Manufacturing,356673832,849,Windsor,Ontario,Canada,TerritoryCanada,2012-11-23,false,Hybrid,Active
001000000000193AAA,Ridgeway Distribution 83,Tier 2 Supplier,Standard,Automotive Manufacturing,636784354,1516,Austin,Texas,USA,TerritorySC,2012-07-25,false,Both,Active
001000000000194AAA,Atlas Engineering,Tier 2 Supplier,Standard,Automotive Manufacturing,582028657,1386,Los Angeles,California,USA,TerritoryWest,2013-11-09,false,Both,Active
001000000000195AAA,Blue Ridge Automotive 81,Tier 2 Supplier,Silver,Automotive Manufacturing,714898297,1702,Baton Rouge,Louisiana,USA,TerritorySC,2025-01-23,false,Both,Active
001000000000196AAA,Alder Distribution,Tier 2 Supplier,Standard,Automotive Manufacturing,451818661,1076,Calgary,Alberta,Canada,TerritoryCanada,2018-05-27,false,Hybrid,Active
001000000000197AAA,Liberty Engineering,Tier 2 Supplier,Silver,Automotive Manufacturing,763920688,1819,Grand Rapids,Michigan,USA,TerritoryGL,2011-01-30,false,Both,Active
001000000000198AAA,Crescent Transport Group,Tier 2 Supplier,Standard,Automotive Manufacturing,430267545,1024,Silao,Guanajuato,Mexico,TerritoryMexico,2023-11-04,false,Hybrid,Active
001000000000199AAA,Crescent Distribution,Tier 2 Supplier,Standard,Automotive Manufacturing,521237002,1241,Toronto,Ontario,Canada,TerritoryCanada,2016-05-05,false,ICE,Active
001000000000200AAA,Keystone Vehicle Systems,Tier 2 Supplier,Silver,Automotive Manufacturing,806450763,1920,Birmingham,Alabama,USA,TerritorySE,2012-06-06,false,ICE,Active
001000000000201AAA,Redwood Powertrain,Tier 2 Supplier,Silver,Automotive Manufacturing,852396271,2030,Calgary,Alberta,Canada,TerritoryCanada,2023-03-15,false,ICE,Active
001000000000202AAA,Westgate Transport Group 15,Tier 2 Supplier,Standard,Automotive Manufacturing,577159978,1374,Atlanta,Georgia,USA,TerritorySE,2021-09-19,false,ICE,Active
001000000000203AAA,Keystone Motor Systems 83,Tier 2 Supplier,Silver,Automotive Manufacturing,693059371,1650,Toledo,Ohio,USA,TerritoryGL,2012-09-25,false,Both,Active
001000000000204AAA,Windward Fleet Solutions,Tier 2 Supplier,Standard,Automotive Manufacturing,610819141,1454,Austin,Texas,USA,TerritorySC,2015-01-09,false,ICE,Active
001000000000205AAA,Valley Motor Systems,Tier 2 Supplier,Standard,Automotive Manufacturing,275422566,656,Baton Rouge,Louisiana,USA,TerritorySC,2022-02-19,false,Hybrid,Active
001000000000206AAA,Timberline Components,Tier 2 Supplier,Standard,Automotive Manufacturing,441990857,1052,Boston,Massachusetts,USA,TerritoryNE,2021-11-09,false,Hybrid,Active
001000000000207AAA,Maple Powertrain 96,Tier 2 Supplier,Silver,Automotive Manufacturing,626231195,1491,Columbus,Ohio,USA,TerritoryGL,2023-04-30,false,Both,Active
001000000000208AAA,Eastgate Automotive 50,Tier 2 Supplier,Gold,Automotive Manufacturing,1097565469,2613,Windsor,Ontario,Canada,TerritoryCanada,2022-04-02,true,Both,Active
001000000000209AAA,Pinnacle Manufacturing,Tier 2 Supplier,Silver,Automotive Manufacturing,809079396,1926,Baton Rouge,Louisiana,USA,TerritorySC,2014-01-25,false,Both,Active
001000000000210AAA,Frontier Industrial Supply 32,Tier 2 Supplier,Silver,Automotive Manufacturing,678469048,1615,Birmingham,Alabama,USA,TerritorySE,2013-06-08,false,Hybrid,Active
001000000000211AAA,Eastgate Transport Group,Tier 2 Supplier,Silver,Automotive Manufacturing,629001079,1498,Oshawa,Ontario,Canada,TerritoryCanada,2021-09-27,false,ICE,Active
001000000000212AAA,Cobalt Engineering 79,Tier 2 Supplier,Silver,Automotive Manufacturing,796511152,1896,Newark,New Jersey,USA,TerritoryNE,2020-01-30,false,Both,Active
001000000000213AAA,Blue Ridge Assembly 42,Tier 2 Supplier,Standard,Automotive Manufacturing,455904183,1085,Seattle,Washington,USA,TerritoryWest,2010-05-04,false,Both,Active
001000000000214AAA,Timberline Components 50,Tier 2 Supplier,Standard,Automotive Manufacturing,500373237,1191,Milwaukee,Wisconsin,USA,TerritoryGL,2021-10-08,false,Both,Active
001000000000215AAA,Liberty Distribution,Tier 2 Supplier,Gold,Automotive Manufacturing,905408823,2156,Charlotte,North Carolina,USA,TerritorySE,2024-03-08,false,ICE,Active
001000000000216AAA,Union Mobility,Tier 2 Supplier,Silver,Automotive Manufacturing,793396621,1889,Puebla,Puebla,Mexico,TerritoryMexico,2008-07-04,false,ICE,Active
001000000000217AAA,Westgate Manufacturing,Tier 2 Supplier,Gold,Automotive Manufacturing,719519408,1713,San Jose,California,USA,TerritoryWest,2011-07-21,false,ICE,Active
001000000000218AAA,Redwood Industrial Supply 94,Tier 2 Supplier,Gold,Automotive Manufacturing,1285663279,3061,Montreal,Quebec,Canada,TerritoryCanada,2016-06-14,false,Both,Active
001000000000219AAA,Meridian Fleet Solutions,Tier 2 Supplier,Silver,Automotive Manufacturing,888706649,2116,Atlanta,Georgia,USA,TerritorySE,2021-04-11,false,ICE,Active
001000000000220AAA,Union Vehicle Systems,Tier 2 Supplier,Silver,Automotive Manufacturing,606792449,1445,Windsor,Ontario,Canada,TerritoryCanada,2017-06-08,false,ICE,Active
001000000000221AAA,Windward Mobility,Tier 2 Supplier,Silver,Automotive Manufacturing,761872678,1814,Toledo,Ohio,USA,TerritoryGL,2012-11-18,false,Both,Active
001000000000222AAA,Silverline Performance Parts 81,Tier 2 Supplier,Standard,Automotive Manufacturing,494239080,1177,Dallas,Texas,USA,TerritorySC,2015-06-01,false,Both,Active
001000000000223AAA,Keystone Mobility 8,Tier 2 Supplier,Standard,Automotive Manufacturing,483301223,1151,Hartford,Connecticut,USA,TerritoryNE,2024-12-18,false,Both,Active
001000000000224AAA,Alder Components 36,Tier 2 Supplier,Standard,Automotive Manufacturing,290992400,693,Seattle,Washington,USA,TerritoryWest,2020-10-22,false,ICE,Active
001000000000225AAA,Silverline Performance Parts 18,Tier 2 Supplier,Gold,Automotive Manufacturing,881858284,2100,Dallas,Texas,USA,TerritorySC,2017-06-28,false,Both,Active
001000000000226AAA,Stonebridge Automotive,Tier 2 Supplier,Silver,Automotive Manufacturing,771606534,1837,Puebla,Puebla,Mexico,TerritoryMexico,2012-01-11,false,ICE,Active
001000000000227AAA,Oakline Manufacturing,Tier 2 Supplier,Standard,Automotive Manufacturing,368575815,878,Columbus,Ohio,USA,TerritoryGL,2010-03-15,false,Both,Active
001000000000228AAA,Silverline Fleet Solutions,Tier 2 Supplier,Standard,Automotive Manufacturing,623350063,1484,Tulsa,Oklahoma,USA,TerritorySC,2008-06-11,false,Hybrid,Active
001000000000229AAA,Silverline Powertrain 68,Tier 2 Supplier,Silver,Automotive Manufacturing,869297880,2070,Toronto,Ontario,Canada,TerritoryCanada,2013-03-03,false,ICE,Active
001000000000230AAA,Cedar Automotive,Tier 2 Supplier,Standard,Automotive Manufacturing,504164241,1200,Fort Wayne,Indiana,USA,TerritoryGL,2017-07-25,false,Both,Active
001000000000231AAA,Blue Ridge Vehicle Systems,Tier 2 Supplier,Standard,Automotive Manufacturing,724625000,1725,Fort Wayne,Indiana,USA,TerritoryGL,2017-04-17,false,ICE,Active
001000000000232AAA,Pacific Fleet Solutions 20,Tier 2 Supplier,Gold,Automotive Manufacturing,1039683973,2475,Grand Rapids,Michigan,USA,TerritoryGL,2019-03-19,false,ICE,Active
001000000000233AAA,Crescent Mobility 39,Tier 2 Supplier,Gold,Automotive Manufacturing,828435467,1972,Fort Wayne,Indiana,USA,TerritoryGL,2008-08-20,false,ICE,Active
001000000000234AAA,Cobalt Powertrain,Tier 2 Supplier,Silver,Automotive Manufacturing,833870398,1985,Querétaro,Querétaro,Mexico,TerritoryMexico,2012-09-28,false,ICE,Active
001000000000235AAA,Alder Manufacturing,Tier 2 Supplier,Silver,Automotive Manufacturing,573690353,1366,Toronto,Ontario,Canada,TerritoryCanada,2011-07-15,false,Both,Active
001000000000236AAA,Pinnacle Assembly,Tier 2 Supplier,Standard,Automotive Manufacturing,589884791,1404,Austin,Texas,USA,TerritorySC,2013-11-23,false,Both,Active
001000000000237AAA,Northfield Industrial Supply,Tier 2 Supplier,Standard,Automotive Manufacturing,535134160,1274,Montreal,Quebec,Canada,TerritoryCanada,2025-03-15,false,Both,Active
001000000000238AAA,Maple Fleet Solutions,Tier 2 Supplier,Silver,Automotive Manufacturing,637234954,1517,Grand Rapids,Michigan,USA,TerritoryGL,2013-06-05,false,Both,Active
001000000000239AAA,Union Performance Parts,Tier 2 Supplier,Silver,Automotive Manufacturing,778838160,1854,Baton Rouge,Louisiana,USA,TerritorySC,2015-11-22,false,ICE,Active
001000000000240AAA,Timberline Components 5,Tier 2 Supplier,Standard,Automotive Manufacturing,385839392,919,Little Rock,Arkansas,USA,TerritorySC,2024-07-14,false,Both,Active
001000000000241AAA,Granite Mobility,Tier 2 Supplier,Standard,Automotive Manufacturing,511239390,1217,Calgary,Alberta,Canada,TerritoryCanada,2021-10-23,false,ICE,Active
001000000000242AAA,Pinnacle Engineering,Tier 2 Supplier,Silver,Automotive Manufacturing,706339000,1682,Buffalo,New York,USA,TerritoryNE,2018-01-04,false,Hybrid,Active
001000000000243AAA,Pinnacle Components,Tier 2 Supplier,Silver,Automotive Manufacturing,974243963,2320,Calgary,Alberta,Canada,TerritoryCanada,2011-10-07,false,Hybrid,Active
001000000000244AAA,Ridgeway Engineering,Tier 2 Supplier,Standard,Automotive Manufacturing,562855107,1340,Querétaro,Querétaro,Mexico,TerritoryMexico,2008-05-05,false,Hybrid,Active
001000000000245AAA,Cedar Distribution 89,Tier 2 Supplier,Standard,Automotive Manufacturing,487163487,1160,Monterrey,Nuevo León,Mexico,TerritoryMexico,2020-09-03,false,Both,Active
001000000000246AAA,Valley Mobility 58,Tier 2 Supplier,Standard,Automotive Manufacturing,312744825,745,Louisville,Kentucky,USA,TerritorySE,2018-04-06,false,Both,Active
001000000000247AAA,Blue Ridge Transport Group 28,Tier 2 Supplier,Gold,Automotive Manufacturing,829480797,1975,Columbus,Ohio,USA,TerritoryGL,2017-09-29,true,Both,Active
001000000000248AAA,Pinnacle Transport Group,Tier 2 Supplier,Gold,Automotive Manufacturing,1181497836,2813,San Jose,California,USA,TerritoryWest,2012-07-25,true,Hybrid,Active
001000000000249AAA,Central Transport Group,Tier 2 Supplier,Standard,Automotive Manufacturing,534612659,1273,Birmingham,Alabama,USA,TerritorySE,2025-09-17,false,ICE,Active
001000000000250AAA,Crescent Assembly,Tier 2 Supplier,Silver,Automotive Manufacturing,865552384,2061,Fort Wayne,Indiana,USA,TerritoryGL,2013-09-12,false,Both,Active
001000000000251AAA,Canyon Industrial Supply,Tier 2 Supplier,Standard,Automotive Manufacturing,438366118,1044,Los Angeles,California,USA,TerritoryWest,2021-11-28,false,Both,Active
001000000000252AAA,Cobalt Distribution,Tier 2 Supplier,Gold,Automotive Manufacturing,1024893239,2440,Montreal,Quebec,Canada,TerritoryCanada,2025-02-28,false,Both,Active
001000000000253AAA,Delta Components,Tier 2 Supplier,Standard,Automotive Manufacturing,476412978,1134,Calgary,Alberta,Canada,TerritoryCanada,2010-09-09,false,Hybrid,Active
001000000000254AAA,Timberline Components 30,Tier 2 Supplier,Standard,Automotive Manufacturing,449909968,1071,Atlanta,Georgia,USA,TerritorySE,2012-04-23,false,ICE,Active
001000000000255AAA,Oakline Performance Parts 86,Tier 2 Supplier,Silver,Automotive Manufacturing,1119875000,2666,Oshawa,Ontario,Canada,TerritoryCanada,2019-12-29,false,ICE,Active
001000000000256AAA,Beacon Distribution 91,Tier 2 Supplier,Silver,Automotive Manufacturing,766196786,1824,Milwaukee,Wisconsin,USA,TerritoryGL,2012-04-26,false,Hybrid,Active
001000000000257AAA,Central Powertrain,Distributor,Standard,Automotive Manufacturing,226598783,731,Nashville,Tennessee,USA,TerritorySE,2020-06-11,false,Hybrid,Active
001000000000258AAA,Central Fleet Solutions 24,Distributor,Gold,Automotive Manufacturing,445132656,1436,Buffalo,New York,USA,TerritoryNE,2023-10-28,false,Both,Active
001000000000259AAA,Stonebridge Transport Group,Distributor,Standard,Automotive Manufacturing,167064724,539,Louisville,Kentucky,USA,TerritorySE,2011-08-12,false,Hybrid,Active
001000000000260AAA,Beacon Manufacturing 52,Distributor,Standard,Automotive Manufacturing,218528048,705,Atlanta,Georgia,USA,TerritorySE,2021-06-08,false,Hybrid,Active
001000000000261AAA,Suncrest Industrial Supply,Distributor,Gold,Automotive Manufacturing,619269979,1998,Nashville,Tennessee,USA,TerritorySE,2022-05-17,true,ICE,Active
001000000000262AAA,Keystone Transport Group 37,Distributor,Standard,Automotive Manufacturing,168499973,544,Dallas,Texas,USA,TerritorySC,2021-01-10,false,Both,Active
001000000000263AAA,Prairie Engineering,Distributor,Silver,Automotive Manufacturing,491358273,1585,Fort Wayne,Indiana,USA,TerritoryGL,2021-06-29,false,Both,Active
001000000000264AAA,Lakeview Vehicle Systems 32,Distributor,Standard,Automotive Manufacturing,151481206,489,Grand Rapids,Michigan,USA,TerritoryGL,2024-12-12,false,ICE,Active
001000000000265AAA,Blue Ridge Vehicle Systems 36,Distributor,Gold,Automotive Manufacturing,600300732,1936,Grand Rapids,Michigan,USA,TerritoryGL,2018-08-26,false,Hybrid,Active
001000000000266AAA,Harbor Fleet Solutions 84,Distributor,Silver,Automotive Manufacturing,357434438,1153,Los Angeles,California,USA,TerritoryWest,2025-08-24,false,ICE,Active
001000000000267AAA,Keystone Motor Systems 21,Distributor,Standard,Automotive Manufacturing,254587114,821,Detroit,Michigan,USA,TerritoryGL,2012-03-12,false,Both,Active
001000000000268AAA,Eastgate Performance Parts,Distributor,Silver,Automotive Manufacturing,337126651,1088,Louisville,Kentucky,USA,TerritorySE,2011-11-22,false,ICE,Active
001000000000269AAA,Crescent Automotive 28,Distributor,Standard,Automotive Manufacturing,293712927,947,Baton Rouge,Louisiana,USA,TerritorySC,2022-10-15,false,Both,Active
001000000000270AAA,Westgate Distribution 51,Distributor,Standard,Automotive Manufacturing,172560499,557,Boston,Massachusetts,USA,TerritoryNE,2023-06-06,false,ICE,Active
001000000000271AAA,Alder Fleet Solutions,Distributor,Standard,Automotive Manufacturing,299842649,967,Puebla,Puebla,Mexico,TerritoryMexico,2025-01-17,false,Both,Active
001000000000272AAA,Timberline Industrial Supply,Distributor,Silver,Automotive Manufacturing,408460863,1318,Denver,Colorado,USA,TerritoryWest,2013-11-16,false,Both,Active
001000000000273AAA,Prairie Distribution,Distributor,Standard,Automotive Manufacturing,225087787,726,Louisville,Kentucky,USA,TerritorySE,2021-03-08,false,ICE,Active
001000000000274AAA,Stonebridge Components,Distributor,Silver,Automotive Manufacturing,227248565,733,Denver,Colorado,USA,TerritoryWest,2019-06-08,false,ICE,Active
001000000000275AAA,Cobalt Transport Group,Distributor,Standard,Automotive Manufacturing,269610554,870,Grand Rapids,Michigan,USA,TerritoryGL,2010-01-23,false,ICE,Active
001000000000276AAA,Windward Mobility 68,Distributor,Gold,Automotive Manufacturing,544417050,1756,Toledo,Ohio,USA,TerritoryGL,2012-01-02,false,Both,Active
001000000000277AAA,Prairie Mobility 99,Distributor,Gold,Automotive Manufacturing,413912787,1335,San Jose,California,USA,TerritoryWest,2012-02-26,true,Both,Active
001000000000278AAA,Westgate Manufacturing 6,Distributor,Silver,Automotive Manufacturing,319702968,1031,Newark,New Jersey,USA,TerritoryNE,2016-03-21,false,Both,Active
001000000000279AAA,Frontier Automotive 59,Distributor,Silver,Automotive Manufacturing,277469185,895,Oshawa,Ontario,Canada,TerritoryCanada,2021-03-25,false,Both,Active
001000000000280AAA,Frontier Mobility,Distributor,Silver,Automotive Manufacturing,295568751,953,Detroit,Michigan,USA,TerritoryGL,2012-02-16,false,Both,Active
001000000000281AAA,Alder Motor Systems 24,Distributor,Standard,Automotive Manufacturing,196443546,634,Baton Rouge,Louisiana,USA,TerritorySC,2022-03-24,false,Both,Active
001000000000282AAA,Alder Automotive,Distributor,Gold,Automotive Manufacturing,778252096,2510,Louisville,Kentucky,USA,TerritorySE,2021-01-23,false,Both,Active
001000000000283AAA,Liberty Components 71,Distributor,Standard,Automotive Manufacturing,352621240,1137,Grand Rapids,Michigan,USA,TerritoryGL,2011-11-28,false,ICE,Active
001000000000284AAA,Suncrest Transport Group 93,Distributor,Silver,Automotive Manufacturing,457868847,1477,Portland,Oregon,USA,TerritoryWest,2020-05-28,false,ICE,Active
001000000000285AAA,Ridgeway Components,Distributor,Standard,Automotive Manufacturing,218406533,705,Columbus,Ohio,USA,TerritoryGL,2016-06-29,false,Both,Active
001000000000286AAA,Beacon Components,Distributor,Standard,Automotive Manufacturing,251331859,811,Pittsburgh,Pennsylvania,USA,TerritoryNE,2024-07-31,false,ICE,Active
001000000000287AAA,Frontier Distribution 32,Distributor,Standard,Automotive Manufacturing,239294827,772,Buffalo,New York,USA,TerritoryNE,2019-07-28,false,Both,Active
001000000000288AAA,Alder Powertrain,Distributor,Silver,Automotive Manufacturing,261402545,843,Louisville,Kentucky,USA,TerritorySE,2015-05-08,false,Both,Active
001000000000289AAA,Valley Assembly 65,Distributor,Standard,Automotive Manufacturing,264333405,853,Toledo,Ohio,USA,TerritoryGL,2014-01-29,false,ICE,Active
001000000000290AAA,Heritage Automotive,Distributor,Silver,Automotive Manufacturing,463528635,1495,Los Angeles,California,USA,TerritoryWest,2014-12-28,false,Hybrid,Active
001000000000291AAA,Ridgeway Powertrain,Distributor,Standard,Automotive Manufacturing,252705494,815,Windsor,Ontario,Canada,TerritoryCanada,2021-09-29,false,Both,Active
001000000000292AAA,Crown Manufacturing,Distributor,Gold,Automotive Manufacturing,642740015,2073,Columbus,Ohio,USA,TerritoryGL,2008-07-06,true,Hybrid,Active
001000000000293AAA,Meridian Transport Group,Distributor,Silver,Automotive Manufacturing,356053885,1149,Toronto,Ontario,Canada,TerritoryCanada,2011-06-01,false,Both,Active
001000000000294AAA,Canyon Distribution,Distributor,Silver,Automotive Manufacturing,308436605,995,Calgary,Alberta,Canada,TerritoryCanada,2008-12-26,false,Both,Active
001000000000295AAA,Blue Ridge Transport Group 5,Distributor,Silver,Automotive Manufacturing,389912800,1258,Fort Wayne,Indiana,USA,TerritoryGL,2011-07-15,false,ICE,Active
001000000000296AAA,Pinnacle Automotive,Distributor,Standard,Automotive Manufacturing,186901077,603,Nashville,Tennessee,USA,TerritorySE,2025-02-06,false,Hybrid,Active
001000000000297AAA,Harbor Fleet Solutions 15,Distributor,Standard,Automotive Manufacturing,260106691,839,Buffalo,New York,USA,TerritoryNE,2010-04-20,false,Both,Active
001000000000298AAA,Central Fleet Solutions 20,Distributor,Silver,Automotive Manufacturing,196350000,633,Calgary,Alberta,Canada,TerritoryCanada,2014-05-23,false,Both,Active
001000000000299AAA,Prairie Mobility 54,Distributor,Standard,Automotive Manufacturing,239492973,773,Austin,Texas,USA,TerritorySC,2017-04-28,false,ICE,Active
001000000000300AAA,Keystone Powertrain,Distributor,Standard,Automotive Manufacturing,209449950,676,Detroit,Michigan,USA,TerritoryGL,2023-03-15,false,ICE,Active
001000000000301AAA,Windward Industrial Supply 70,Distributor,Standard,Automotive Manufacturing,176603376,570,Nashville,Tennessee,USA,TerritorySE,2014-12-23,false,ICE,Active
001000000000302AAA,Alder Components 62,Distributor,Standard,Automotive Manufacturing,234910276,758,Windsor,Ontario,Canada,TerritoryCanada,2021-12-01,false,Both,Active
001000000000303AAA,Beacon Components 46,Distributor,Gold,Automotive Manufacturing,326948734,1055,Boston,Massachusetts,USA,TerritoryNE,2017-02-15,false,ICE,Active
001000000000304AAA,Frontier Distribution 85,Distributor,Standard,Automotive Manufacturing,253361017,817,Puebla,Puebla,Mexico,TerritoryMexico,2018-06-21,false,Both,Active
001000000000305AAA,Atlas Automotive,Distributor,Gold,Automotive Manufacturing,419822819,1354,San Jose,California,USA,TerritoryWest,2024-06-20,false,ICE,Active
001000000000306AAA,Frontier Engineering,Distributor,Standard,Automotive Manufacturing,264250862,852,Fort Wayne,Indiana,USA,TerritoryGL,2020-03-30,false,Both,Active
001000000000307AAA,Maple Industrial Supply,Distributor,Standard,Automotive Manufacturing,261752557,844,Birmingham,Alabama,USA,TerritorySE,2018-04-28,false,Both,Active
001000000000308AAA,Atlas Distribution,Distributor,Standard,Automotive Manufacturing,257302038,830,Calgary,Alberta,Canada,TerritoryCanada,2011-02-14,false,ICE,Active
001000000000309AAA,Canyon Automotive,Distributor,Silver,Automotive Manufacturing,369144747,1191,Monterrey,Nuevo León,Mexico,TerritoryMexico,2013-12-15,false,ICE,Active
