OpportunityId,AsOfDate,OpportunityAge,OpportunityAgeBucket,SalesCycleDays,WeightedAmount,UniqueProductCount,UniqueProductFamilyCount,AverageDiscount,NetRevenue,GrossMarginAmount,GrossMarginRate,CloseDateSlipDays,CloseDateChangeCount,HybridProductShare,OpportunityHealthScore,OpportunityRiskScore,ForecastConfidence,HighRiskFlag,ProductAttachOpportunityFlag
006000000000202AAA,2026-06-30,148,91-180,148,,3,3,0.046663,633358.82,229198.16,0.361877,0,0,1,,,,false,false
006000000000203AAA,2026-06-30,149,91-180,149,,3,3,0.071177,560260.76,200125.16,0.3572,0,0,0.741295,,,,false,false
006000000000204AAA,2026-06-30,154,91-180,154,,3,3,0.049801,574551.64,173893.01,0.302659,0,0,0.678409,,,,false,false
006000000000205AAA,2026-06-30,130,91-180,130,,3,3,0.071305,739371.98,253009.72,0.342195,0,0,0.383485,,,,false,false
006000000000206AAA,2026-06-30,125,91-180,125,,3,3,0.081076,639543.87,187478.4,0.293144,0,0,0.411277,,,,false,false
006000000000207AAA,2026-06-30,113,91-180,,663767.53,3,3,0.089249,829709.41,232730.81,0.280497,0,0,1,78,15,89,false,false
006000000000208AAA,2026-06-30,140,91-180,140,,3,3,0.094742,884858.11,276038.23,0.311958,0,0,1,,,,false,false
006000000000209AAA,2026-06-30,106,91-180,,686006.35,3,3,0.06193,857507.94,255683.65,0.298171,0,0,0.585582,79,12,89,false,false
006000000000210AAA,2026-06-30,127,91-180,127,,3,3,0.085061,677797.35,183046.57,0.270061,0,0,1,,,,false,false
006000000000211AAA,2026-06-30,115,91-180,115,,3,3,0.060911,951687.48,337618.85,0.354758,0,0,0.393329,,,,false,false
006000000000212AAA,2026-06-30,132,91-180,,452346.2,3,3,0.065856,753910.33,226064.62,0.299856,0,0,1,72,17,68,false,false
006000000000213AAA,2026-06-30,120,91-180,120,,3,3,0.083344,644724.31,203561.43,0.315734,0,0,0.294659,,,,false,false
006000000000214AAA,2026-06-30,124,91-180,124,,3,3,0.054722,855603.6,246064.42,0.287592,0,0,1,,,,false,false
006000000000215AAA,2026-06-30,103,91-180,,435143.02,3,3,0.060421,543928.77,167028.01,0.307077,0,0,0.681689,80,12,89,false,false
006000000000216AAA,2026-06-30,75,61-90,,957433.05,4,4,0.053476,1196791.31,385640.17,0.322228,0,0,0.726108,85,9,89,false,false
006000000000217AAA,2026-06-30,40,31-60,,822808.78,4,4,0.068716,1028510.98,330100.24,0.32095,0,0,0.718438,86,7,89,false,false
006000000000218AAA,2026-06-30,24,0-30,,677635.34,4,4,0.07978,847044.17,250498.49,0.295732,0,0,1,85,7,89,false,false
006000000000219AAA,2026-06-30,41,31-60,,585537.96,4,4,0.086227,975896.6,250675.04,0.256866,0,0,1,75,13,68,false,false
006000000000220AAA,2026-06-30,87,61-90,,476612.93,4,4,0.060738,794354.88,237638.69,0.299159,0,0,0.723203,76,13,68,false,false
006000000000221AAA,2026-06-30,66,61-90,,1035472.39,4,4,0.069871,1294340.49,392772.42,0.303454,0,0,1,84,9,89,false,false
006000000000222AAA,2026-06-30,30,0-30,,520445.45,4,4,0.061867,1301113.62,406402.88,0.31235,0,0,1,72,12,47,false,false
006000000000223AAA,2026-06-30,64,61-90,,640401.54,4,4,0.067023,1067335.9,367936.72,0.344724,0,0,1,80,12,68,false,false
006000000000224AAA,2026-06-30,81,61-90,,1031662.59,4,4,0.084902,1289578.24,366898.84,0.284511,0,0,1,82,12,89,false,false
006000000000225AAA,2026-06-30,76,61-90,,808573.87,4,4,0.050163,1010717.34,352322.71,0.348587,0,0,1,87,9,89,false,false
006000000000226AAA,2026-06-30,209,181-365,,4969141.6,4,3,0.112999,6211427,1941856.34,0.312626,283,3,0.349097,61,50,49,false,false
006000000000227AAA,2026-06-30,372,365+,,2918371.18,4,3,0.12029,3647963.97,934266.6,0.256106,111,5,1,57,56,78,false,false
006000000000228AAA,2026-06-30,342,181-365,,2629459.36,4,3,0.118041,4382432.26,1193139.01,0.272255,142,2,1,49,60,54,true,false
006000000000229AAA,2026-06-30,297,181-365,,3875478.71,5,4,0.112916,6459131.19,1921228.99,0.297444,162,2,0.62748,54,58,52,false,false
006000000000230AAA,2026-06-30,514,365+,,2786539.36,3,1,0.129531,4644232.26,1350164.78,0.290719,113,5,1,42,58,57,false,true
006000000000231AAA,2026-06-30,150,91-180,,5132028.82,4,2,0.125214,6415036.02,2260452.51,0.352368,490,2,1,64,47,49,false,false
006000000000232AAA,2026-06-30,190,181-365,,3631461.25,5,3,0.11101,4539326.56,1288299.88,0.283809,337,3,0.637558,60,48,49,false,false
006000000000233AAA,2026-06-30,350,181-365,,2463322.41,5,3,0.124675,3079153.01,1008776.15,0.327615,192,4,1,57,63,50,true,false
006000000000234AAA,2026-06-30,337,181-365,,3862973.47,3,3,0.093167,4828716.84,1446731.82,0.29961,171,5,0.293573,56,58,62,false,false
006000000000235AAA,2026-06-30,371,365+,,3403825.85,3,2,0.112366,5673043.08,1633075.44,0.287866,252,5,0.605321,44,66,38,true,false
006000000000236AAA,2026-06-30,319,181-365,,3802778.39,5,5,0.117033,4753472.99,1334851.91,0.280816,244,3,1,57,60,49,true,false
006000000000237AAA,2026-06-30,210,181-365,,4654188.78,5,4,0.120127,5817735.97,1467447.35,0.252237,219,5,0.823033,60,53,49,false,false
006000000000238AAA,2026-06-30,298,181-365,,1788928.16,5,4,0.117401,2981546.93,751042.28,0.251897,128,4,1,54,56,55,false,false
006000000000239AAA,2026-06-30,232,181-365,,3350482.13,4,3,0.123426,5584136.89,1435911.23,0.257141,139,4,0.225883,53,52,54,false,false
006000000000240AAA,2026-06-30,456,365+,,4450783.1,3,2,0.11214,5563478.87,1671676.1,0.300473,152,4,1,50,59,64,false,false
006000000000241AAA,2026-06-30,349,181-365,,2778607.24,5,4,0.117951,3473259.05,1066060.61,0.306934,234,5,0.796651,58,62,49,true,false
006000000000242AAA,2026-06-30,468,365+,,2857536.55,5,5,0.100449,4762560.92,1458080.6,0.306155,130,2,0.439754,50,58,55,false,false
006000000000243AAA,2026-06-30,233,181-365,,3669095.14,4,4,0.102933,6115158.56,1951866.71,0.319185,211,5,1,56,54,38,false,false
006000000000244AAA,2026-06-30,353,181-365,,2408238.9,5,3,0.11007,4013731.5,1350864.55,0.336561,116,3,1,55,56,56,false,false
006000000000245AAA,2026-06-30,389,365+,,2359732.9,3,2,0.12988,2949666.12,878676.84,0.29789,251,2,0.260406,51,65,49,true,false
006000000000246AAA,2026-06-30,504,365+,,3645156.26,5,3,0.116852,4556445.33,1263719.69,0.277348,302,4,0.421931,47,64,49,true,false
006000000000247AAA,2026-06-30,216,181-365,,3394866.34,3,2,0.126611,4243582.93,1432653.88,0.337605,241,5,0.740844,60,52,49,false,false
006000000000248AAA,2026-06-30,497,365+,,2040234.75,5,3,0.102164,3400391.25,1120556.09,0.329537,244,3,1,44,65,38,true,false
006000000000249AAA,2026-06-30,123,91-180,,3645243.04,3,3,0.120264,4556553.8,1101938.8,0.241836,318,3,1,60,46,49,false,false
006000000000250AAA,2026-06-30,391,365+,,1853899.07,5,5,0.117795,3089831.79,821685.15,0.265932,360,4,0.465537,46,67,38,true,false
006000000000251AAA,2026-06-30,511,365+,,2541122.26,4,4,0.109342,4235203.77,1252121.6,0.295646,173,2,0.22504,45,65,51,true,false
006000000000252AAA,2026-06-30,357,181-365,,4460119.21,4,4,0.105443,5575149.01,1752523.55,0.314346,346,3,0.628536,58,62,49,true,false
006000000000253AAA,2026-06-30,283,181-365,,2078427.77,5,4,0.118554,3464046.29,898087.6,0.25926,250,4,0.761905,50,61,38,true,false
006000000000254AAA,2026-06-30,174,91-180,,3388178.3,4,4,0.117377,4235222.87,1167350.27,0.275629,217,4,0.329428,63,48,49,false,false
006000000000255AAA,2026-06-30,379,365+,,2470124.47,4,4,0.090804,4116874.12,1421274.69,0.345232,325,3,1,52,64,38,true,false
006000000000256AAA,2026-06-30,229,181-365,,5265324.44,4,4,0.129583,6581655.55,1822249.65,0.276868,446,5,1,61,54,49,false,false
006000000000257AAA,2026-06-30,234,181-365,,4535384.95,3,3,0.112801,5669231.19,1684174.32,0.297073,190,5,1,59,52,50,false,false
006000000000258AAA,2026-06-30,210,181-365,,3892323.95,3,2,0.131607,4865404.94,1184649.62,0.243484,456,2,0.751379,54,54,49,false,false
006000000000259AAA,2026-06-30,276,181-365,,2593929.67,3,3,0.120594,4323216.11,1321620.95,0.305703,254,3,1,51,59,38,false,false
006000000000260AAA,2026-06-30,177,91-180,,2407254.1,5,3,0.128663,3009067.62,790098.42,0.262573,368,4,1,59,50,49,false,false
006000000000261AAA,2026-06-30,328,181-365,,3908361.62,4,4,0.122458,4885452.03,1261062.38,0.258126,200,4,0.217519,55,62,49,true,false
006000000000262AAA,2026-06-30,424,365+,,2012427.4,3,3,0.126074,3354045.66,914927.69,0.272783,210,5,1,43,68,38,true,false
006000000000263AAA,2026-06-30,519,365+,,4876582.66,3,3,0.14252,6095728.32,1854791.96,0.304277,257,3,0.652158,49,66,49,true,false
006000000000264AAA,2026-06-30,399,365+,,3843361.01,4,4,0.122276,6405601.68,1739589.13,0.271573,114,4,0.756389,52,58,57,false,false
006000000000265AAA,2026-06-30,299,181-365,,4499955.17,3,3,0.106531,5624943.96,1651027.39,0.293519,179,5,1,57,57,61,false,false
006000000000266AAA,2026-06-30,236,181-365,,432454.53,3,3,0.048924,540568.16,216086.54,0.39974,121,0,1,71,39,67,false,false
006000000000267AAA,2026-06-30,87,61-90,,628133.87,2,2,0.048728,1046889.78,283231.09,0.270545,94,1,1,61,27,59,false,false
006000000000268AAA,2026-06-30,150,91-180,150,,3,3,0.055193,543427.77,197883.79,0.36414,0,0,0.327569,,,,false,false
006000000000269AAA,2026-06-30,183,181-365,183,,4,3,0.078702,815266.12,269960.26,0.331131,0,0,0.487393,,,,false,false
006000000000270AAA,2026-06-30,114,91-180,,159130.77,2,2,0.114563,265217.95,77111.14,0.290746,0,0,1,69,21,68,false,false
006000000000271AAA,2026-06-30,181,181-365,181,,4,3,0.077022,1205075.94,389237.49,0.322998,0,0,1,,,,false,false
006000000000272AAA,2026-06-30,158,91-180,158,,1,1,0.059884,378260.48,99923.2,0.264165,0,0,1,,,,false,false
006000000000273AAA,2026-06-30,65,61-90,,1101851.13,3,3,0.081115,1377313.91,455068.95,0.330403,0,0,1,83,10,89,false,false
006000000000274AAA,2026-06-30,75,61-90,75,,3,1,0.074852,988370.69,317436.99,0.321172,0,0,1,,,,false,false
006000000000275AAA,2026-06-30,163,91-180,163,,3,3,0.052479,1013158.94,328049.72,0.323789,0,0,0.711919,,,,false,false
006000000000276AAA,2026-06-30,162,91-180,162,,1,1,0.079493,254879.18,84000.01,0.329568,0,0,1,,,,false,false
006000000000277AAA,2026-06-30,126,91-180,,121286.7,5,5,0.047887,303216.76,91423.51,0.301512,113,1,0.612972,58,35,36,false,false
006000000000278AAA,2026-06-30,214,181-365,214,,1,1,0.085214,589532.96,200993.12,0.340936,0,0,1,,,,false,false
006000000000279AAA,2026-06-30,171,91-180,171,,4,3,0.080428,701327.99,194257.47,0.276985,0,0,1,,,,false,false
006000000000280AAA,2026-06-30,43,31-60,,187062.42,5,4,0.077842,311770.7,89622.3,0.287462,0,0,0.437394,77,11,68,false,false
006000000000281AAA,2026-06-30,277,181-365,,1146163.73,3,2,0.102684,1910272.89,477170.05,0.249792,212,0,1,45,60,38,true,false
006000000000282AAA,2026-06-30,258,181-365,258,,3,2,0.060048,678020.18,220184.95,0.324747,76,1,0.299325,,,,false,false
006000000000283AAA,2026-06-30,88,61-90,88,,4,3,0.083989,1066477.56,330948.09,0.310319,0,0,0.442613,,,,false,false
006000000000284AAA,2026-06-30,189,181-365,189,,4,2,0.084114,270170.6,97117.34,0.359467,0,0,1,,,,false,false
006000000000285AAA,2026-06-30,184,181-365,184,,4,4,0.054924,2527068.43,901368.62,0.356685,0,0,0.508702,,,,false,false
006000000000286AAA,2026-06-30,899,365+,,96991.45,5,5,0.06729,484957.27,163638.94,0.33743,946,2,0.599877,33,68,16,true,false
006000000000287AAA,2026-06-30,192,181-365,192,,3,2,0.071248,706641.45,210435.61,0.297797,0,0,0.397951,,,,false,false
006000000000288AAA,2026-06-30,1237,365+,,62633.92,3,3,0.089582,313169.58,86492.35,0.276184,1165,0,0.708886,26,70,16,true,false
006000000000289AAA,2026-06-30,132,91-180,132,,3,2,0.07981,927975.87,301237.92,0.324618,0,0,0.407524,,,,false,false
006000000000290AAA,2026-06-30,26,0-30,,133214.69,4,3,0.065832,666073.46,228757.21,0.343441,0,0,0.550999,65,15,36,false,false
006000000000291AAA,2026-06-30,146,91-180,146,,4,4,0.086421,530107.07,151548.93,0.285884,0,0,1,,,,false,false
006000000000292AAA,2026-06-30,160,91-180,160,,2,1,0.09341,825752.88,293980.74,0.356015,0,0,1,,,,false,false
006000000000293AAA,2026-06-30,194,181-365,194,,2,2,0.052339,765949.92,182171.98,0.237838,0,0,1,,,,false,false
006000000000294AAA,2026-06-30,178,91-180,178,,3,2,0.096411,166751.21,51388.87,0.308177,0,0,1,,,,false,false
006000000000295AAA,2026-06-30,136,91-180,136,,2,2,0.067231,780482.79,261557.42,0.335123,0,0,1,,,,false,false
006000000000296AAA,2026-06-30,197,181-365,197,,5,4,0.052497,1327096.06,482293.08,0.36342,0,0,0.366754,,,,false,false
006000000000297AAA,2026-06-30,185,181-365,185,,4,4,0.052468,482606.41,171966.73,0.356329,0,0,0.265893,,,,false,false
006000000000298AAA,2026-06-30,830,365+,,1051421.66,3,3,0.05603,1314277.07,471539.21,0.358782,702,0,0.706962,53,58,49,false,false
006000000000299AAA,2026-06-30,82,61-90,,190376.85,2,2,0.082713,317294.75,99270,0.312864,0,0,1,72,15,68,false,false
006000000000300AAA,2026-06-30,147,91-180,147,,3,3,0.071234,163530.3,54670.16,0.334312,0,0,0.570944,,,,false,false
006000000000301AAA,2026-06-30,203,181-365,203,,1,1,0.042889,318956.07,138358.29,0.433785,0,0,1,,,,false,false
006000000000302AAA,2026-06-30,138,91-180,138,,2,2,0.07428,822277.5,326176.4,0.396674,0,0,0.566595,,,,false,false
006000000000303AAA,2026-06-30,160,91-180,160,,4,3,0.061338,520175.8,169130.2,0.32514,0,0,0.814675,,,,false,false
006000000000304AAA,2026-06-30,167,91-180,167,,3,2,0.056051,530654.73,159686.49,0.300924,0,0,1,,,,false,false
006000000000305AAA,2026-06-30,86,61-90,,367984.79,4,3,0.049943,613307.99,190511.41,0.310629,0,0,1,74,13,68,false,false
006000000000306AAA,2026-06-30,161,91-180,161,,4,4,0.053372,327255.77,118573.91,0.362328,0,0,1,,,,false,false
006000000000307AAA,2026-06-30,187,181-365,187,,4,3,0.071726,532523.89,147343.27,0.276689,0,0,0.262453,,,,false,false
006000000000308AAA,2026-06-30,44,31-60,,143460.32,2,2,0.051819,717301.6,266466.25,0.371484,119,1,0.525925,53,32,24,false,false
006000000000309AAA,2026-06-30,49,31-60,,175508.28,1,1,0.065787,292513.8,126840.81,0.433623,57,1,1,72,18,62,false,true
006000000000310AAA,2026-06-30,136,91-180,136,,3,3,0.077205,756920.55,226648.25,0.299435,0,0,0,,,,false,false
006000000000311AAA,2026-06-30,241,181-365,241,,3,2,0.057031,450829.33,155631.99,0.345213,0,0,1,,,,false,false
006000000000312AAA,2026-06-30,247,181-365,247,,1,1,0.066413,892363.2,260654.4,0.292095,0,0,1,,,,false,false
006000000000313AAA,2026-06-30,153,91-180,153,,2,2,0.039598,595624.71,230261.75,0.386589,0,0,1,,,,false,false
006000000000314AAA,2026-06-30,935,365+,,430372.34,5,3,0.072878,717287.23,235732.79,0.328645,841,0,1,44,62,38,true,false
006000000000315AAA,2026-06-30,93,91-180,93,,3,3,0.090985,2462719.39,705908.12,0.286638,0,0,0.350954,,,,false,false
006000000000316AAA,2026-06-30,149,91-180,,315721.68,2,2,0.102873,394652.1,114882.85,0.291099,0,0,0.518329,75,19,89,false,false
006000000000317AAA,2026-06-30,230,181-365,230,,3,3,0.058016,702431.49,220319.46,0.313653,0,0,0.342405,,,,false,false
006000000000318AAA,2026-06-30,415,365+,,802015.06,3,3,0.06484,1002518.82,337830.44,0.336982,211,0,0.729213,55,58,49,false,false
006000000000319AAA,2026-06-30,68,61-90,68,,4,3,0.045771,558324.22,187488.81,0.335806,0,0,0.463693,,,,false,false
006000000000320AAA,2026-06-30,64,61-90,,711676.85,4,4,0.063568,889596.06,314564.83,0.353604,0,0,1,87,9,89,false,false
006000000000321AAA,2026-06-30,191,181-365,191,,4,3,0.089124,154288.18,49430.98,0.320381,0,0,1,,,,false,false
006000000000322AAA,2026-06-30,163,91-180,163,,4,4,0.064934,724418.17,255153.88,0.352219,0,0,1,,,,false,false
006000000000323AAA,2026-06-30,100,91-180,,474871.78,5,5,0.05441,791452.97,246660.42,0.311655,93,2,0.816459,68,27,59,false,false
006000000000324AAA,2026-06-30,34,31-60,,576859.08,3,2,0.053241,1442147.71,472413.49,0.327576,0,0,0.669893,68,12,47,false,false
006000000000325AAA,2026-06-30,98,91-180,,1368119.14,3,3,0.077495,2280198.57,716985.63,0.31444,0,0,0.710521,74,16,68,false,false
006000000000326AAA,2026-06-30,149,91-180,149,,3,2,0.069181,748515.21,218452.98,0.291848,0,0,0,,,,false,false
006000000000327AAA,2026-06-30,353,181-365,,455765.44,2,2,0.080384,759609.06,224578.56,0.29565,256,0,1,45,62,38,true,false
006000000000328AAA,2026-06-30,237,181-365,237,,1,1,0.053893,2573034.8,949147.3,0.368882,0,0,1,,,,false,false
006000000000329AAA,2026-06-30,131,91-180,131,,3,2,0.081942,509919.99,143963.43,0.282326,61,2,1,,,,false,false
006000000000330AAA,2026-06-30,130,91-180,130,,3,3,0.073776,192089.8,61158.4,0.318384,0,0,1,,,,false,false
006000000000331AAA,2026-06-30,1101,365+,,178124.23,1,1,0.062438,296873.72,121013.82,0.407627,1065,0,1,44,61,38,true,true
006000000000332AAA,2026-06-30,172,91-180,172,,2,2,0.090292,492535.83,155535.81,0.315786,0,0,1,,,,false,false
006000000000333AAA,2026-06-30,178,91-180,,102754.46,2,1,0.100079,256886.14,62761.97,0.244318,154,0,1,41,51,32,false,true
006000000000334AAA,2026-06-30,149,91-180,149,,4,4,0.060336,844010.21,287662.3,0.340828,0,0,1,,,,false,false
006000000000335AAA,2026-06-30,162,91-180,162,,4,3,0.069813,697085.85,212889.82,0.3054,0,0,0.262306,,,,false,false
006000000000336AAA,2026-06-30,210,181-365,210,,2,2,0.090853,140417.94,37494.95,0.267024,0,0,0.36763,,,,false,false
006000000000337AAA,2026-06-30,121,91-180,121,,3,3,0.093623,99391.58,23572.17,0.237165,0,0,1,,,,false,false
006000000000338AAA,2026-06-30,718,365+,,101781.44,4,3,0.063991,254453.61,79831.79,0.313738,707,0,0.499759,36,64,27,true,false
006000000000339AAA,2026-06-30,159,91-180,,1372057.89,3,3,0.079545,1715072.36,519213.88,0.302736,30,0,1,75,22,86,false,false
006000000000340AAA,2026-06-30,183,181-365,183,,3,3,0.040442,225624.66,83077.22,0.36821,0,0,1,,,,false,false
006000000000341AAA,2026-06-30,109,91-180,109,,4,4,0.058251,786807.94,274088.63,0.348355,0,0,0.184709,,,,false,false
006000000000342AAA,2026-06-30,109,91-180,109,,5,5,0.052005,609987.24,188527.94,0.309069,0,0,1,,,,false,false
006000000000343AAA,2026-06-30,111,91-180,111,,4,2,0.078179,454817.28,137455.95,0.302222,0,0,0.5745,,,,false,false
006000000000344AAA,2026-06-30,66,61-90,66,,3,3,0.083103,1210252.12,355769.64,0.293963,0,0,0.306114,,,,false,false
006000000000345AAA,2026-06-30,232,181-365,232,,3,3,0.074272,1045057.86,331131.69,0.316855,0,0,0.739131,,,,false,false
006000000000346AAA,2026-06-30,67,61-90,,324300.7,2,2,0.077024,405375.88,144800.98,0.357202,0,0,1,82,10,89,false,false
006000000000347AAA,2026-06-30,53,31-60,,2280930.19,2,2,0.123173,3801550.32,931560.2,0.245047,0,0,0.510518,69,19,68,false,false
006000000000348AAA,2026-06-30,328,181-365,,107362.92,4,3,0.047395,536814.62,201617.32,0.375581,321,0,1,40,64,16,true,false
006000000000349AAA,2026-06-30,87,61-90,,768957.62,3,2,0.070995,961197.03,277083.83,0.28827,0,0,1,77,11,89,false,false
006000000000350AAA,2026-06-30,65,61-90,65,,3,3,0.057408,296061.07,107172.12,0.361993,0,0,0.724713,,,,false,false
006000000000351AAA,2026-06-30,142,91-180,142,,5,3,0.092457,896081.59,264346.12,0.295002,0,0,0.572131,,,,false,false
006000000000352AAA,2026-06-30,170,91-180,170,,3,3,0.03998,968549.04,370289.24,0.382313,0,0,1,,,,false,false
006000000000353AAA,2026-06-30,212,181-365,212,,2,2,0.086919,1108883.44,335022.04,0.302126,0,0,0.606841,,,,false,false
006000000000354AAA,2026-06-30,91,91-180,91,,4,2,0.079649,343164.16,109545.14,0.319221,0,0,0.469345,,,,false,false
006000000000355AAA,2026-06-30,123,91-180,123,,2,2,0.072937,406773.32,147732.47,0.363181,71,2,1,,,,false,false
006000000000356AAA,2026-06-30,168,91-180,,327859.26,3,3,0.060985,409824.08,117350.22,0.286343,49,1,1,72,24,84,false,false
006000000000357AAA,2026-06-30,170,91-180,170,,4,3,0.059684,464775.08,164601.76,0.354154,0,0,0.338898,,,,false,false
006000000000358AAA,2026-06-30,641,365+,,1457419.3,3,2,0.107617,1821774.12,623455.05,0.342224,559,0,0.764125,49,63,49,true,false
006000000000359AAA,2026-06-30,127,91-180,127,,2,2,0.060975,302308.42,106777.7,0.353208,0,0,1,,,,false,false
006000000000360AAA,2026-06-30,136,91-180,136,,4,4,0.051311,317891.16,92759.24,0.291796,0,0,0.538466,,,,false,false
006000000000361AAA,2026-06-30,140,91-180,140,,4,3,0.073083,501906.58,172132.7,0.342958,0,0,1,,,,false,false
006000000000362AAA,2026-06-30,1203,365+,,146704.02,2,2,0.081209,366760.04,89530.26,0.244111,1163,0,0.441879,29,68,27,true,false
006000000000363AAA,2026-06-30,744,365+,,298256.29,2,1,0.076381,745640.73,184194.8,0.247029,761,0,1,26,68,27,true,true
006000000000364AAA,2026-06-30,173,91-180,173,,3,3,0.064348,622109.51,177019.3,0.284547,0,0,1,,,,false,false
006000000000365AAA,2026-06-30,141,91-180,,129463.43,2,2,0.079939,323658.58,100941.92,0.311878,110,1,1,53,38,36,false,false
006000000000366AAA,2026-06-30,68,61-90,,363906.81,3,3,0.069192,1819534.04,578978.73,0.318202,0,0,1,61,18,36,false,false
006000000000367AAA,2026-06-30,1009,365+,,174867.57,3,2,0.104393,874337.84,214493.21,0.245321,1017,0,0.679597,22,73,16,true,false
006000000000368AAA,2026-06-30,128,91-180,,654117.38,3,3,0.08579,1635293.46,498749.46,0.304991,83,2,1,58,33,39,false,false
006000000000369AAA,2026-06-30,136,91-180,,368545.38,2,2,0.093425,460681.73,152010.46,0.329969,0,0,0.455907,78,17,89,false,false
006000000000370AAA,2026-06-30,85,61-90,85,,2,2,0.09137,1783638.91,459175.74,0.257438,0,0,1,,,,false,false
006000000000371AAA,2026-06-30,109,91-180,,46137.08,1,1,0.0886,76895.14,25065.64,0.325972,0,0,1,69,18,68,false,true
006000000000372AAA,2026-06-30,140,91-180,140,,2,2,0.051953,1210859.82,385284.78,0.318191,57,2,1,,,,false,false
006000000000373AAA,2026-06-30,225,181-365,225,,3,3,0.06215,1304796.27,385311.49,0.295304,0,0,0.316248,,,,false,false
006000000000374AAA,2026-06-30,167,91-180,167,,2,2,0.091484,927041.34,289619.33,0.312413,43,2,1,,,,false,false
006000000000375AAA,2026-06-30,132,91-180,132,,4,2,0.071753,189349.63,59644.93,0.314999,0,0,1,,,,false,false
006000000000376AAA,2026-06-30,157,91-180,157,,2,2,0.058226,293787.14,102400.17,0.348552,0,0,1,,,,false,false
006000000000377AAA,2026-06-30,161,91-180,161,,3,2,0.079123,151609.89,56064.24,0.369793,0,0,0.382759,,,,false,false
006000000000378AAA,2026-06-30,156,91-180,156,,3,3,0.078545,391244.64,126865.95,0.324262,0,0,1,,,,false,false
006000000000379AAA,2026-06-30,995,365+,,1323427.09,4,4,0.071976,2205711.82,708138.88,0.321048,1033,1,0.220919,46,62,38,true,false
006000000000380AAA,2026-06-30,48,31-60,48,,2,2,0.086018,365447.52,96582.5,0.264286,0,0,1,,,,false,false
006000000000381AAA,2026-06-30,144,91-180,144,,2,1,0.079672,1267093.17,404073.47,0.318898,0,0,1,,,,false,false
006000000000382AAA,2026-06-30,287,181-365,,347489.3,3,2,0.058419,579148.84,200734.84,0.346603,231,0,1,51,55,38,false,false
006000000000383AAA,2026-06-30,424,365+,,310931.62,2,2,0.057369,518219.36,200442.23,0.38679,356,0,1,48,61,38,true,false
006000000000384AAA,2026-06-30,117,91-180,,214951.77,3,3,0.041101,1074758.84,306569.25,0.285245,0,0,1,57,22,36,false,false
006000000000385AAA,2026-06-30,366,365+,,42892.97,5,5,0.061189,214464.87,85230.4,0.39741,385,0,1,42,67,16,true,false
006000000000386AAA,2026-06-30,134,91-180,134,,3,2,0.093186,246625.94,71922.95,0.291628,0,0,0,,,,false,false
006000000000387AAA,2026-06-30,265,181-365,265,,1,1,0.116178,2999362.08,636995.97,0.212377,0,0,1,,,,false,false
006000000000388AAA,2026-06-30,165,91-180,165,,1,1,0.104914,1194431.72,294773.12,0.246789,0,0,1,,,,false,false
006000000000389AAA,2026-06-30,215,181-365,215,,3,2,0.094099,2095737.1,627805.02,0.299563,111,2,0.333542,,,,false,false
006000000000390AAA,2026-06-30,332,181-365,,581154.68,3,2,0.071756,968591.14,321265.41,0.331683,352,0,0.401904,48,59,38,false,false
006000000000391AAA,2026-06-30,41,31-60,,64363.03,1,1,0.0468,160907.58,38136.42,0.237008,0,0,1,59,15,47,false,true
006000000000392AAA,2026-06-30,28,0-30,,135178.29,3,2,0.051511,1351782.94,392322.13,0.290226,0,0,0.609154,55,16,31,false,false
006000000000393AAA,2026-06-30,84,61-90,84,,4,4,0.062451,2742479.24,987238.09,0.35998,0,0,0.495224,,,,false,false
006000000000394AAA,2026-06-30,1078,365+,,40492.3,2,2,0.094025,202461.51,55616.85,0.274703,1138,0,1,24,71,16,true,false
006000000000395AAA,2026-06-30,141,91-180,,99385.3,3,2,0.072384,248463.24,69643.69,0.280298,0,0,1,60,22,47,false,false
006000000000396AAA,2026-06-30,143,91-180,143,,4,3,0.055335,283869.54,92956.06,0.32746,0,0,0.715251,,,,false,false
006000000000397AAA,2026-06-30,182,181-365,182,,2,2,0.069504,285594.84,94702.08,0.331596,0,0,0.446007,,,,false,false
006000000000398AAA,2026-06-30,463,365+,,63394.36,4,3,0.058102,105657.27,29939.04,0.28336,385,0,0.489692,42,61,38,true,false
006000000000399AAA,2026-06-30,179,91-180,179,,5,4,0.081046,1611452.18,471034.68,0.292304,0,0,0.54019,,,,false,false
006000000000400AAA,2026-06-30,119,91-180,119,,4,3,0.053158,300815.66,95879.72,0.318732,0,0,0.733437,,,,false,false
006000000000401AAA,2026-06-30,236,181-365,236,,1,1,0.105192,1195901.78,320289.59,0.267823,86,1,0,,,,false,false
006000000000402AAA,2026-06-30,131,91-180,131,,4,4,0.043019,608794.51,198974.09,0.326833,0,0,1,,,,false,false
006000000000403AAA,2026-06-30,332,181-365,,420353.71,4,2,0.087951,700589.51,221821.83,0.316622,338,0,0.39432,47,61,38,true,false
006000000000404AAA,2026-06-30,133,91-180,133,,2,2,0.065976,888790.36,272546.64,0.306649,0,0,0,,,,false,false
006000000000405AAA,2026-06-30,97,91-180,,131933.77,5,4,0.075303,329834.42,106006.49,0.321393,0,0,0.641378,70,18,47,false,false
006000000000406AAA,2026-06-30,141,91-180,141,,4,4,0.06218,339204.53,100384.8,0.295942,0,0,0.754711,,,,false,false
