OpportunityLineItemId,OpportunityId,ProductId,Quantity,ListUnitPrice,DiscountRate,NetUnitPrice,ListRevenue,NetRevenue,UnitCost,ExtendedCost,GrossMarginAmount,GrossMarginRate,ProductSubstitutionFlag,CurrencyIsoCode
00k000000001158AAA,006000000000363AAA,01t000000000026AAA,1679,290.66,0.0808,267.17,488018.14,448578.43,198.27,332895.33,115683.1,0.257888,false,USD
00k000000001159AAA,006000000000364AAA,01t000000000072AAA,387,571.3,0.0416,547.53,221093.1,211894.11,412.18,159513.66,52380.45,0.247201,false,USD
00k000000001160AAA,006000000000364AAA,01t000000000053AAA,996,231.49,0.0518,219.5,230564.04,218622,158.05,157417.8,61204.2,0.279954,false,USD
00k000000001161AAA,006000000000364AAA,01t000000000009AAA,629,339.01,0.1015,304.6,213237.29,191593.4,203.75,128158.75,63434.65,0.33109,false,USD
00k000000001162AAA,006000000000365AAA,01t000000000048AAA,456,403.94,0.0587,380.23,184196.64,173384.88,264.11,120434.16,52950.72,0.305394,false,USD
00k000000001163AAA,006000000000365AAA,01t000000000009AAA,502,333.83,0.1033,299.35,167582.66,150273.7,203.75,102282.5,47991.2,0.319359,false,USD
00k000000001164AAA,006000000000366AAA,01t000000000013AAA,2222,317.68,0.0785,292.74,705884.96,650468.28,195.82,435112.04,215356.24,0.331079,false,USD
00k000000001165AAA,006000000000366AAA,01t000000000032AAA,1338,330.96,0.0842,303.09,442824.48,405534.42,199.36,266743.68,138790.74,0.342242,false,USD
00k000000001166AAA,006000000000366AAA,01t000000000026AAA,2717,296.68,0.0528,281.02,806079.56,763531.34,198.27,538699.59,224831.75,0.294463,false,USD
00k000000001167AAA,006000000000367AAA,01t000000000025AAA,6297,73.77,0.1467,62.95,464529.69,396396.15,51.29,322973.13,73423.02,0.185226,false,USD
00k000000001168AAA,006000000000367AAA,01t000000000026AAA,748,289.26,0.0858,264.44,216366.48,197801.12,198.27,148305.96,49495.16,0.250227,false,USD
00k000000001169AAA,006000000000367AAA,01t000000000011AAA,921,320.69,0.0515,304.17,295355.49,280140.57,204.74,188565.54,91575.03,0.32689,false,USD
00k000000001170AAA,006000000000368AAA,01t000000000003AAA,2782,202.4,0.0909,184,563076.8,511888,125.5,349141,162747,0.317935,false,USD
00k000000001171AAA,006000000000368AAA,01t000000000034AAA,2390,234.06,0.0911,212.74,559403.4,508448.6,148.57,355082.3,153366.3,0.301636,false,USD
00k000000001172AAA,006000000000368AAA,01t000000000014AAA,5334,124.91,0.077,115.29,666269.94,614956.86,81.05,432320.7,182636.16,0.29699,false,USD
00k000000001173AAA,006000000000369AAA,01t000000000041AAA,1019,272.95,0.0988,245.98,278136.05,250653.62,152.9,155805.1,94848.52,0.378405,false,USD
00k000000001174AAA,006000000000369AAA,01t000000000026AAA,771,298.34,0.0869,272.41,230020.14,210028.11,198.27,152866.17,57161.94,0.272163,false,USD
00k000000001175AAA,006000000000370AAA,01t000000000047AAA,3450,318.81,0.1105,283.58,1099894.5,978351,213.19,735505.5,242845.5,0.248219,false,USD
00k000000001176AAA,006000000000370AAA,01t000000000058AAA,3521,245.13,0.067,228.71,863102.73,805287.91,167.27,588957.67,216330.24,0.268637,false,USD
00k000000001177AAA,006000000000371AAA,01t000000000035AAA,218,387.02,0.0886,352.73,84370.36,76895.14,237.75,51829.5,25065.64,0.325972,false,USD
00k000000001178AAA,006000000000372AAA,01t000000000062AAA,2736,197.24,0.0169,193.91,539648.64,530537.76,121.05,331192.8,199344.96,0.375741,false,USD
00k000000001179AAA,006000000000372AAA,01t000000000030AAA,4554,161.96,0.0776,149.39,737565.84,680322.06,108.56,494382.24,185939.82,0.273311,false,USD
00k000000001180AAA,006000000000373AAA,01t000000000061AAA,2211,206.45,0.096,186.63,456460.95,412638.93,138.34,305869.74,106769.19,0.258747,false,USD
00k000000001181AAA,006000000000373AAA,01t000000000002AAA,2054,182.89,0.0665,170.73,375656.06,350679.42,113.8,233745.2,116934.22,0.33345,false,USD
00k000000001182AAA,006000000000373AAA,01t000000000033AAA,1356,412.35,0.0316,399.32,559146.6,541477.92,280.14,379869.84,161608.08,0.298457,false,USD
00k000000001183AAA,006000000000374AAA,01t000000000018AAA,4298,155.32,0.1026,139.38,667565.36,599055.24,92.07,395716.86,203338.38,0.339432,false,USD
00k000000001184AAA,006000000000374AAA,01t000000000058AAA,1445,244.17,0.0704,226.98,352825.65,327986.1,167.27,241705.15,86280.95,0.263063,false,USD
00k000000001185AAA,006000000000375AAA,01t000000000074AAA,176,349.26,0.0869,318.91,61469.76,56128.16,224.7,39547.2,16580.96,0.295412,false,USD
00k000000001186AAA,006000000000375AAA,01t000000000066AAA,143,441.17,0.0428,422.29,63087.31,60387.47,251.52,35967.36,24420.11,0.40439,false,USD
00k000000001187AAA,006000000000375AAA,01t000000000024AAA,142,312.77,0.0721,290.22,44413.34,41211.24,221.7,31481.4,9729.84,0.236097,false,USD
00k000000001188AAA,006000000000375AAA,01t000000000067AAA,174,201.24,0.0969,181.74,35015.76,31622.76,130.51,22708.74,8914.02,0.281886,false,USD
00k000000001189AAA,006000000000376AAA,01t000000000063AAA,295,456.51,0.0518,432.86,134670.45,127693.7,264.31,77971.45,49722.25,0.389387,false,USD
00k000000001190AAA,006000000000376AAA,01t000000000037AAA,464,382.07,0.0631,357.96,177280.48,166093.44,244.43,113415.52,52677.92,0.317158,false,USD
00k000000001191AAA,006000000000377AAA,01t000000000009AAA,179,342.26,0.0528,324.19,61264.54,58030.01,203.75,36471.25,21558.76,0.371511,false,USD
00k000000001192AAA,006000000000377AAA,01t000000000041AAA,171,271.33,0.0739,251.28,46397.43,42968.88,152.9,26145.9,16822.98,0.391515,false,USD
00k000000001193AAA,006000000000377AAA,01t000000000045AAA,550,103.59,0.1117,92.02,56974.5,50611,59.87,32928.5,17682.5,0.349381,false,USD
00k000000001194AAA,006000000000378AAA,01t000000000026AAA,563,298.75,0.0682,278.38,168196.25,156727.94,198.27,111626.01,45101.93,0.287772,false,USD
00k000000001195AAA,006000000000378AAA,01t000000000043AAA,670,219.64,0.0758,202.99,147158.8,136003.3,128.91,86369.7,49633.6,0.364944,false,USD
00k000000001196AAA,006000000000378AAA,01t000000000013AAA,339,322.24,0.0982,290.6,109239.36,98513.4,195.82,66382.98,32130.42,0.326153,false,USD
00k000000001197AAA,006000000000379AAA,01t000000000036AAA,4800,134.46,0.0931,121.94,645408,585312,92.32,443136,142176,0.242906,false,USD
00k000000001198AAA,006000000000379AAA,01t000000000040AAA,2833,229.44,0.0532,217.23,650003.52,615412.59,138.33,391888.89,223523.7,0.36321,false,USD
00k000000001199AAA,006000000000379AAA,01t000000000060AAA,2133,246.07,0.0716,228.45,524867.31,487283.85,159.53,340277.49,147006.36,0.301685,false,USD
00k000000001200AAA,006000000000379AAA,01t000000000007AAA,2746,202.66,0.0697,188.53,556504.36,517703.38,117.36,322270.56,195432.82,0.3775,false,USD
00k000000001201AAA,006000000000380AAA,01t000000000047AAA,658,320.05,0.0669,298.64,210592.9,196505.12,213.19,140279.02,56226.1,0.28613,false,USD
00k000000001202AAA,006000000000380AAA,01t000000000024AAA,580,326.29,0.1073,291.28,189248.2,168942.4,221.7,128586,40356.4,0.238877,false,USD
00k000000001203AAA,006000000000381AAA,01t000000000075AAA,1364,588.34,0.0765,543.33,802495.76,741102.12,356.45,486197.8,254904.32,0.343953,false,USD
00k000000001204AAA,006000000000381AAA,01t000000000074AAA,1677,342.45,0.0841,313.65,574288.65,525991.05,224.7,376821.9,149169.15,0.283596,false,USD
00k000000001205AAA,006000000000382AAA,01t000000000057AAA,1726,130.54,0.0596,122.76,225312.04,211883.76,72.85,125739.1,86144.66,0.406566,false,USD
00k000000001206AAA,006000000000382AAA,01t000000000068AAA,525,437.07,0.0558,412.68,229461.75,216657,303.4,159285,57372,0.264806,false,USD
00k000000001207AAA,006000000000382AAA,01t000000000075AAA,262,611.86,0.0605,574.84,160307.32,150608.08,356.45,93389.9,57218.18,0.379914,false,USD
00k000000001208AAA,006000000000383AAA,01t000000000018AAA,1867,148.09,0.0599,139.22,276484.03,259923.74,92.07,171894.69,88029.05,0.338673,false,USD
00k000000001209AAA,006000000000383AAA,01t000000000055AAA,1122,243.56,0.0548,230.21,273274.32,258295.62,130.02,145882.44,112413.18,0.435211,false,USD
00k000000001210AAA,006000000000384AAA,01t000000000058AAA,1412,233.66,0.0333,225.88,329927.92,318942.56,167.27,236185.24,82757.32,0.259474,false,USD
00k000000001211AAA,006000000000384AAA,01t000000000047AAA,1276,313.99,0.0303,304.48,400651.24,388516.48,213.19,272030.44,116486.04,0.299823,false,USD
00k000000001212AAA,006000000000384AAA,01t000000000023AAA,1169,333.83,0.0588,314.2,390247.27,367299.8,222.39,259973.91,107325.89,0.292202,false,USD
00k000000001213AAA,006000000000385AAA,01t000000000038AAA,146,214.38,0.0547,202.65,31299.48,29586.9,123.33,18006.18,11580.72,0.391414,false,USD
00k000000001214AAA,006000000000385AAA,01t000000000015AAA,151,297.5,0.043,284.71,44922.5,42991.21,163.01,24614.51,18376.7,0.427452,false,USD
00k000000001215AAA,006000000000385AAA,01t000000000055AAA,251,233.39,0.0715,216.7,58580.89,54391.7,126.12,31656.12,22735.58,0.417997,false,USD
00k000000001216AAA,006000000000385AAA,01t000000000043AAA,206,219.89,0.06,206.7,45297.34,42580.2,125.04,25758.24,16821.96,0.395065,false,USD
00k000000001217AAA,006000000000385AAA,01t000000000069AAA,138,350.31,0.0709,325.47,48342.78,44914.86,211.59,29199.42,15715.44,0.349894,false,USD
00k000000001218AAA,006000000000386AAA,01t000000000045AAA,983,106.16,0.1166,93.78,104355.28,92185.74,59.87,58852.21,33333.53,0.361591,false,USD
00k000000001219AAA,006000000000386AAA,01t000000000039AAA,535,119.79,0.0837,109.76,64087.65,58721.6,75.62,40456.7,18264.9,0.311042,false,USD
00k000000001220AAA,006000000000386AAA,01t000000000051AAA,1476,70.14,0.0754,64.85,103526.64,95718.6,51.08,75394.08,20324.52,0.212336,false,USD
00k000000001221AAA,006000000000387AAA,01t000000000025AAA,46059,73.68,0.1162,65.12,3393627.12,2999362.08,51.29,2362366.11,636995.97,0.212377,false,USD
00k000000001222AAA,006000000000388AAA,01t000000000024AAA,4058,328.84,0.1049,294.34,1334432.72,1194431.72,221.7,899658.6,294773.12,0.246789,false,USD
00k000000001223AAA,006000000000389AAA,01t000000000035AAA,2163,368.37,0.1227,323.17,796784.31,699016.71,237.75,514253.25,184763.46,0.264319,false,USD
00k000000001224AAA,006000000000389AAA,01t000000000036AAA,5507,146.64,0.0821,134.6,807546.48,741242.2,95.18,524156.26,217085.94,0.292868,false,USD
00k000000001225AAA,006000000000389AAA,01t000000000042AAA,2463,287.9,0.0756,266.13,709097.7,655478.19,174.39,429522.57,225955.62,0.344719,false,USD
00k000000001226AAA,006000000000390AAA,01t000000000052AAA,4034,108.31,0.109,96.5,436922.54,389281,62.85,253536.9,135744.1,0.348705,false,USD
00k000000001227AAA,006000000000390AAA,01t000000000011AAA,923,297.45,0.0352,286.98,274546.35,264882.54,204.74,188975.02,75907.52,0.28657,false,USD
00k000000001228AAA,006000000000390AAA,01t000000000059AAA,1503,220.89,0.0529,209.2,331997.67,314427.6,136.27,204813.81,109613.79,0.348614,false,USD
00k000000001229AAA,006000000000391AAA,01t000000000021AAA,513,329.06,0.0468,313.66,168807.78,160907.58,239.32,122771.16,38136.42,0.237008,false,USD
00k000000001230AAA,006000000000392AAA,01t000000000060AAA,1633,250.81,0.0226,245.14,409572.73,400313.62,164.46,268563.18,131750.44,0.329118,false,USD
00k000000001231AAA,006000000000392AAA,01t000000000036AAA,4077,138.5,0.0643,129.59,564664.5,528338.43,95.18,388048.86,140289.57,0.26553,false,USD
00k000000001232AAA,006000000000392AAA,01t000000000037AAA,1239,363.97,0.0617,341.51,450958.83,423130.89,244.43,302848.77,120282.12,0.284267,false,USD
00k000000001233AAA,006000000000393AAA,01t000000000019AAA,1846,362.17,0.0634,339.21,668565.82,626181.66,222.01,409830.46,216351.2,0.345509,false,USD
00k000000001234AAA,006000000000393AAA,01t000000000045AAA,6271,106.54,0.0706,99.02,668112.34,620954.42,58.07,364156.97,256797.45,0.413553,false,USD
00k000000001235AAA,006000000000393AAA,01t000000000001AAA,2444,332.36,0.0602,312.35,812287.84,763383.4,203.02,496180.88,267202.52,0.350024,false,USD
00k000000001236AAA,006000000000393AAA,01t000000000053AAA,3164,245.32,0.057,231.34,776192.48,731959.76,153.31,485072.84,246886.92,0.337296,false,USD
00k000000001237AAA,006000000000394AAA,01t000000000038AAA,587,200.05,0.0716,185.73,117429.35,109023.51,127.14,74631.18,34392.33,0.315458,false,USD
00k000000001238AAA,006000000000394AAA,01t000000000061AAA,522,203.15,0.1189,179,106044.3,93438,138.34,72213.48,21224.52,0.227151,false,USD
00k000000001239AAA,006000000000395AAA,01t000000000058AAA,416,239.92,0.0265,233.56,99806.72,97160.96,167.27,69584.32,27576.64,0.283824,false,USD
00k000000001240AAA,006000000000395AAA,01t000000000054AAA,749,132.19,0.0866,120.74,99010.31,90434.26,80.43,60242.07,30192.19,0.333858,false,USD
00k000000001241AAA,006000000000395AAA,01t000000000065AAA,214,322.59,0.1183,284.43,69034.26,60868.02,228.94,48993.16,11874.86,0.195092,false,USD
00k000000001242AAA,006000000000396AAA,01t000000000003AAA,245,202.51,0.0822,185.86,49614.95,45535.7,125.5,30747.5,14788.2,0.324761,false,USD
00k000000001243AAA,006000000000396AAA,01t000000000048AAA,228,419.27,0.0602,394.03,95593.56,89838.84,264.11,60217.08,29621.76,0.329721,false,USD
00k000000001244AAA,006000000000396AAA,01t000000000013AAA,211,336.53,0.0471,320.68,71007.83,67663.48,195.82,41318.02,26345.46,0.38936,false,USD
00k000000001245AAA,006000000000396AAA,01t000000000036AAA,616,136.82,0.0409,131.22,84281.12,80831.52,95.18,58630.88,22200.64,0.274653,false,USD
00k000000001246AAA,006000000000397AAA,01t000000000017AAA,960,185.2,0.1101,164.81,177792,158217.6,126.45,121392,36825.6,0.232753,false,USD
00k000000001247AAA,006000000000397AAA,01t000000000028AAA,628,205.63,0.0136,202.83,129135.64,127377.24,110.67,69500.76,57876.48,0.454371,false,USD
00k000000001248AAA,006000000000398AAA,01t000000000040AAA,104,224.16,0.0582,211.11,23312.64,21955.44,142.61,14831.44,7124,0.324475,false,USD
00k000000001249AAA,006000000000398AAA,01t000000000008AAA,129,265.99,0.0685,247.77,34312.71,31962.33,179.17,23112.93,8849.4,0.27687,false,USD
00k000000001250AAA,006000000000398AAA,01t000000000021AAA,63,326.48,0.0497,310.25,20568.24,19545.75,239.32,15077.16,4468.59,0.228622,false,USD
00k000000001251AAA,006000000000398AAA,01t000000000004AAA,85,399.78,0.0526,378.75,33981.3,32193.75,267.02,22696.7,9497.05,0.294997,false,USD
00k000000001252AAA,006000000000399AAA,01t000000000022AAA,1233,366.38,0.0925,332.49,451746.54,409960.17,241.05,297214.65,112745.52,0.275016,false,USD
00k000000001253AAA,006000000000399AAA,01t000000000053AAA,1445,244.28,0.0877,222.86,352984.6,322032.7,158.05,228382.25,93650.45,0.29081,false,USD
00k000000001254AAA,006000000000399AAA,01t000000000021AAA,686,325.81,0.062,305.61,223505.66,209648.46,239.32,164173.52,45474.94,0.21691,false,USD
00k000000001255AAA,006000000000399AAA,01t000000000013AAA,1135,322.09,0.0732,298.51,365572.15,338808.85,195.82,222255.7,116553.15,0.344009,false,USD
00k000000001256AAA,006000000000399AAA,01t000000000050AAA,4473,80.43,0.08,74,359763.39,331002,51.06,228391.38,102610.62,0.31,false,USD
00k000000001257AAA,006000000000400AAA,01t000000000021AAA,182,330.12,0.0634,309.19,60081.84,56272.58,239.32,43556.24,12716.34,0.225978,false,USD
00k000000001258AAA,006000000000400AAA,01t000000000050AAA,1046,81.27,0.0567,76.66,85008.42,80186.36,51.06,53408.76,26777.6,0.333942,false,USD
00k000000001259AAA,006000000000400AAA,01t000000000031AAA,268,375.17,0,375.17,100545.56,100545.56,237.31,63599.08,36946.48,0.36746,false,USD
00k000000001260AAA,006000000000400AAA,01t000000000038AAA,349,206.5,0.1146,182.84,72068.5,63811.16,127.14,44371.86,19439.3,0.304638,false,USD
00k000000001261AAA,006000000000401AAA,01t000000000042AAA,5021,266.18,0.1052,238.18,1336489.78,1195901.78,174.39,875612.19,320289.59,0.267823,false,USD
00k000000001262AAA,006000000000402AAA,01t000000000066AAA,327,434.35,0.0684,404.64,142032.45,132317.28,243.97,79778.19,52539.09,0.397069,false,USD
00k000000001263AAA,006000000000402AAA,01t000000000030AAA,1267,157.72,0.0518,149.55,199831.24,189479.85,105.3,133415.1,56064.75,0.295888,false,USD
00k000000001264AAA,006000000000402AAA,01t000000000049AAA,530,350.9,0.0106,347.18,185977,184005.4,237.58,125917.4,58088,0.315686,false,USD
00k000000001265AAA,006000000000402AAA,01t000000000004AAA,273,396.78,0.0492,377.26,108320.94,102991.98,259.01,70709.73,32282.25,0.313444,false,USD
00k000000001266AAA,006000000000403AAA,01t000000000014AAA,1298,124.66,0.1393,107.29,161808.68,139262.42,81.05,105202.9,34059.52,0.244571,false,USD
00k000000001267AAA,006000000000403AAA,01t000000000006AAA,431,454.32,0.0982,409.71,195811.92,176585.01,301.3,129860.3,46724.71,0.264602,false,USD
00k000000001268AAA,006000000000403AAA,01t000000000007AAA,1392,195.43,0.0893,177.98,272038.56,247748.16,120.99,168418.08,79330.08,0.320205,false,USD
00k000000001269AAA,006000000000403AAA,01t000000000015AAA,448,309.13,0.0108,305.79,138490.24,136993.92,168.05,75286.4,61707.52,0.45044,false,USD
00k000000001270AAA,006000000000404AAA,01t000000000033AAA,988,415.38,0.0723,385.35,410395.44,380725.8,280.14,276778.32,103947.48,0.273025,false,USD
00k000000001271AAA,006000000000404AAA,01t000000000002AAA,2983,181.42,0.0612,170.32,541175.86,508064.56,113.8,339465.4,168599.16,0.331846,false,USD
00k000000001272AAA,006000000000405AAA,01t000000000037AAA,225,379.18,0.0629,355.33,85315.5,79949.25,244.43,54996.75,24952.5,0.312104,false,USD
00k000000001273AAA,006000000000405AAA,01t000000000014AAA,768,119.51,0.0793,110.03,91783.68,84503.04,81.05,62246.4,22256.64,0.263383,false,USD
00k000000001274AAA,006000000000405AAA,01t000000000042AAA,234,278.27,0.0372,267.92,65115.18,62693.28,174.39,40807.26,21886.02,0.349097,false,USD
00k000000001275AAA,006000000000405AAA,01t000000000057AAA,409,126.89,0.0925,115.15,51898.01,47096.35,72.85,29795.65,17300.7,0.367347,false,USD
00k000000001276AAA,006000000000405AAA,01t000000000045AAA,601,104.13,0.1117,92.5,62582.13,55592.5,59.87,35981.87,19610.63,0.352757,false,USD
00k000000001277AAA,006000000000406AAA,01t000000000031AAA,286,377.72,0.0885,344.29,108027.92,98466.94,237.31,67870.66,30596.28,0.310726,false,USD
00k000000001278AAA,006000000000406AAA,01t000000000051AAA,1273,69.82,0.0639,65.36,88880.86,83203.28,51.08,65024.84,18178.44,0.218482,false,USD
00k000000001279AAA,006000000000406AAA,01t000000000013AAA,262,319.81,0.0554,302.09,83790.22,79147.58,195.82,51304.84,27842.74,0.351783,false,USD
00k000000001280AAA,006000000000406AAA,01t000000000049AAA,223,363.21,0.0322,351.51,80995.83,78386.73,244.93,54619.39,23767.34,0.303206,false,USD
00k000000001281AAA,006000000000407AAA,01t000000000051AAA,402,67.76,0.0641,63.42,27239.52,25494.84,51.08,20534.16,4960.68,0.194576,false,USD
00k000000001282AAA,006000000000407AAA,01t000000000053AAA,154,245.27,0.1001,220.72,37771.58,33990.88,158.05,24339.7,9651.18,0.283934,false,USD
00k000000001283AAA,006000000000407AAA,01t000000000052AAA,191,104.57,0.0636,97.92,19972.87,18702.72,62.85,12004.35,6698.37,0.35815,false,USD
00k000000001284AAA,006000000000407AAA,01t000000000029AAA,118,233.64,0.0631,218.9,27569.52,25830.2,153.08,18063.44,7766.76,0.300685,false,USD
00k000000001285AAA,006000000000407AAA,01t000000000041AAA,85,259.37,0.0448,247.75,22046.45,21058.75,152.9,12996.5,8062.25,0.382846,false,USD
00k000000001286AAA,006000000000408AAA,01t000000000025AAA,4317,73.87,0.086,67.52,318896.79,291483.84,51.29,221418.93,70064.91,0.240373,false,USD
00k000000001287AAA,006000000000409AAA,01t000000000050AAA,4850,79.81,0.0622,74.85,387078.5,363022.5,49.53,240220.5,122802,0.338277,false,USD
00k000000001288AAA,006000000000409AAA,01t000000000002AAA,1592,179.44,0.0707,166.75,285668.48,265466,110.39,175740.88,89725.12,0.337991,false,USD
00k000000001289AAA,006000000000409AAA,01t000000000028AAA,1404,197.87,0.0543,187.13,277809.48,262730.52,107.35,150719.4,112011.12,0.426335,false,USD
00k000000001290AAA,006000000000409AAA,01t000000000023AAA,729,348.72,0.0542,329.82,254216.88,240438.78,215.72,157259.88,83178.9,0.345946,false,USD
00k000000001291AAA,006000000000409AAA,01t000000000057AAA,1913,129.72,0.0754,119.94,248154.36,229445.22,70.66,135172.58,94272.64,0.410872,false,USD
00k000000001292AAA,006000000000410AAA,01t000000000025AAA,9699,76.37,0.1079,68.13,740712.63,660792.87,51.29,497461.71,163331.16,0.247175,false,USD
00k000000001293AAA,006000000000410AAA,01t000000000005AAA,1024,365.89,0.0677,341.12,374671.36,349306.88,272.07,278599.68,70707.2,0.202421,false,USD
00k000000001294AAA,006000000000411AAA,01t000000000027AAA,559,402.63,0.0909,366.03,225070.17,204610.77,251.82,140767.38,63843.39,0.312024,false,USD
00k000000001295AAA,006000000000411AAA,01t000000000014AAA,2003,120.65,0.1131,107,241661.95,214321,81.05,162343.15,51977.85,0.242523,false,USD
00k000000001296AAA,006000000000412AAA,01t000000000014AAA,3706,124.69,0.085,114.09,462101.14,422817.54,81.05,300371.3,122446.24,0.289596,false,USD
00k000000001297AAA,006000000000412AAA,01t000000000069AAA,2194,370.68,0.1072,330.94,813271.92,726082.36,218.13,478577.22,247505.14,0.340878,false,USD
00k000000001298AAA,006000000000413AAA,01t000000000051AAA,10003,69.03,0.0781,63.64,690507.09,636590.92,51.08,510953.24,125637.68,0.19736,false,USD
00k000000001299AAA,006000000000413AAA,01t000000000011AAA,1563,302.96,0.0852,277.15,473526.48,433185.45,204.74,320008.62,113176.83,0.261266,false,USD
00k000000001300AAA,006000000000414AAA,01t000000000025AAA,2057,73.59,0.0972,66.44,151374.63,136667.08,51.29,105503.53,31163.55,0.228025,false,USD
00k000000001301AAA,006000000000414AAA,01t000000000061AAA,793,204.34,0.1051,182.86,162041.62,145007.98,138.34,109703.62,35304.36,0.243465,false,USD
00k000000001302AAA,006000000000414AAA,01t000000000022AAA,333,340.53,0.0617,319.52,113396.49,106400.16,241.05,80269.65,26130.51,0.245587,false,USD
00k000000001303AAA,006000000000414AAA,01t000000000008AAA,380,264.61,0.1016,237.73,100551.8,90337.4,179.17,68084.6,22252.8,0.24633,false,USD
00k000000001304AAA,006000000000415AAA,01t000000000035AAA,355,379.63,0.0624,355.94,134768.65,126358.7,237.75,84401.25,41957.45,0.33205,false,USD
00k000000001305AAA,006000000000415AAA,01t000000000058AAA,725,246.14,0.0598,231.42,178451.5,167779.5,167.27,121270.75,46508.75,0.277202,false,USD
00k000000001306AAA,006000000000415AAA,01t000000000018AAA,913,146.79,0.0554,138.66,134019.27,126596.58,92.07,84059.91,42536.67,0.336002,false,USD
00k000000001307AAA,006000000000416AAA,01t000000000052AAA,1273,107,0.0548,101.14,136211,128751.22,62.85,80008.05,48743.17,0.378584,false,USD
00k000000001308AAA,006000000000416AAA,01t000000000070AAA,166,549.29,0.092,498.76,91182.14,82794.16,339.31,56325.46,26468.7,0.319693,false,USD
00k000000001309AAA,006000000000416AAA,01t000000000056AAA,645,209.98,0.0498,199.52,135437.1,128690.4,130.96,84469.2,44221.2,0.343625,false,USD
00k000000001310AAA,006000000000416AAA,01t000000000055AAA,501,235.49,0.0393,226.24,117980.49,113346.24,130.02,65140.02,48206.22,0.425301,false,USD
00k000000001311AAA,006000000000417AAA,01t000000000054AAA,698,138.87,0.0697,129.19,96931.26,90174.62,80.43,56140.14,34034.48,0.377429,false,USD
00k000000001312AAA,006000000000417AAA,01t000000000067AAA,318,208.14,0.0887,189.68,66188.52,60318.24,130.51,41502.18,18816.06,0.311946,false,USD
00k000000001313AAA,006000000000417AAA,01t000000000056AAA,617,205.77,0.0744,190.46,126960.09,117513.82,130.96,80802.32,36711.5,0.312402,false,USD
00k000000001314AAA,006000000000418AAA,01t000000000063AAA,1111,450.26,0.0703,418.61,500238.86,465075.71,264.31,293648.41,171427.3,0.368601,false,USD
00k000000001315AAA,006000000000418AAA,01t000000000064AAA,1911,233.64,0.0413,223.99,446486.04,428044.89,161.48,308588.28,119456.61,0.279075,false,USD
00k000000001316AAA,006000000000418AAA,01t000000000057AAA,2166,122.36,0.0764,113.01,265031.76,244779.66,72.85,157793.1,86986.56,0.355367,false,USD
00k000000001317AAA,006000000000418AAA,01t000000000061AAA,1422,211.63,0.1084,188.69,300937.86,268317.18,138.34,196719.48,71597.7,0.26684,false,USD
00k000000001318AAA,006000000000419AAA,01t000000000039AAA,6399,120.47,0.0392,115.75,770887.53,740684.25,73.35,469366.65,271317.6,0.366307,false,USD
00k000000001319AAA,006000000000419AAA,01t000000000001AAA,2270,332.27,0.0566,313.46,754252.9,711554.2,203.02,460855.4,250698.8,0.352326,false,USD
00k000000001320AAA,006000000000419AAA,01t000000000037AAA,2020,365.9,0.0539,346.18,739118,699283.6,237.1,478942,220341.6,0.315096,false,USD
00k000000001321AAA,006000000000419AAA,01t000000000051AAA,7062,68.42,0.0938,62,483182.04,437844,49.55,349922.1,87921.9,0.200806,false,USD
00k000000001322AAA,006000000000420AAA,01t000000000015AAA,2594,309.1,0.0759,285.64,801805.4,740950.16,168.05,435921.7,305028.46,0.411672,false,USD
00k000000001323AAA,006000000000420AAA,01t000000000003AAA,2987,212.04,0.0813,194.8,633363.48,581867.6,125.5,374868.5,206999.1,0.355749,false,USD
00k000000001324AAA,006000000000420AAA,01t000000000005AAA,2630,375.61,0.1205,330.35,987854.3,868820.5,272.07,715544.1,153276.4,0.176419,false,USD
00k000000001325AAA,006000000000421AAA,01t000000000013AAA,641,341.3,0.0394,327.85,218773.3,210151.85,195.82,125520.62,84631.23,0.402715,false,USD
00k000000001326AAA,006000000000421AAA,01t000000000057AAA,1244,129.06,0.0663,120.5,160550.64,149902,72.85,90625.4,59276.6,0.395436,false,USD
00k000000001327AAA,006000000000421AAA,01t000000000037AAA,503,375.56,0.0466,358.06,188906.68,180104.18,244.43,122948.29,57155.89,0.317349,false,USD
00k000000001328AAA,006000000000422AAA,01t000000000026AAA,305,297.06,0.0546,280.84,90603.3,85656.2,198.27,60472.35,25183.85,0.294011,false,USD
00k000000001329AAA,006000000000422AAA,01t000000000028AAA,747,197.53,0.0775,182.22,147554.91,136118.34,110.67,82670.49,53447.85,0.392657,false,USD
00k000000001330AAA,006000000000422AAA,01t000000000017AAA,848,195.27,0.0655,182.48,165588.96,154743.04,126.45,107229.6,47513.44,0.307047,false,USD
00k000000001331AAA,006000000000423AAA,01t000000000001AAA,640,326.29,0.0665,304.59,208825.6,194937.6,209.3,133952,60985.6,0.312847,false,USD
00k000000001332AAA,006000000000423AAA,01t000000000049AAA,769,377.44,0.0159,371.44,290251.36,285637.36,244.93,188351.17,97286.19,0.340593,false,USD
00k000000001333AAA,006000000000423AAA,01t000000000050AAA,3179,78.95,0.1133,70,250982.05,222530,51.06,162319.74,60210.26,0.270571,false,USD
00k000000001334AAA,006000000000423AAA,01t000000000029AAA,1285,221.6,0.0856,202.63,284756,260379.55,153.08,196707.8,63671.75,0.244534,false,USD
