OpportunityId,OpportunityName,AccountId,OwnerUserId,OpportunityType,VehicleProgramName,VehicleSegment,PowertrainType,StageName,ForecastCategory,Probability,Amount,CurrencyIsoCode,CreatedDate,OriginalCloseDate,PriorCloseDate,CloseDate,CloseDateChangeCount,IsClosed,IsWon,LossReason,LeadSource,CustomerNeed,NextStep,LastActivityDate
006000000000147AAA,Summit Motorworks - Summit CityMotion Vehicle - 0147,001000000000003AAA,005000000000011AAA,Expansion,Summit CityMotion Vehicle,Urban Commuter,ICE,Proposal or Quote,Best Case,0.6,3287567.24,USD,2026-02-11,2026-08-02,,2026-08-02,0,false,false,,Referral,Supplier Consolidation,Complete technical review,2026-05-27
006000000000148AAA,Continental Mobility Systems - Continental CityMotion Vehicle - 0148,001000000000004AAA,005000000000017AAA,Replacement,Continental CityMotion Vehicle,Urban Commuter,ICE,Proposal or Quote,Best Case,0.6,3029004.8,USD,2025-05-27,2026-06-08,2026-07-04,2026-07-30,1,false,false,,Existing Relationship,Supplier Consolidation,Complete technical review,2026-05-30
006000000000149AAA,Aurora Vehicle Works - Aurora Horizon Crossover - 0149,001000000000005AAA,005000000000027AAA,New Program,Aurora Horizon Crossover,Compact Crossover,ICE,Proposal or Quote,Best Case,0.6,4851126.09,USD,2026-02-20,2026-07-25,2026-10-04,2026-12-14,2,false,false,,Inbound,Supplier Consolidation,Submit revised quotation,2026-06-12
006000000000150AAA,Rio Grande Mobility - Rio Summit Sedan - 0150,001000000000006AAA,005000000000029AAA,New Program,Rio Summit Sedan,Mid-Size Sedan,Hybrid,Negotiation,Commit,0.8,2302688.66,USD,2025-12-03,2026-09-16,,2026-09-16,0,false,false,,Existing Relationship,Supplier Consolidation,Complete technical review,2026-06-29
006000000000151AAA,Northstar Automotive Group - Northstar Summit Sedan - 0151,001000000000001AAA,005000000000011AAA,Replacement,Northstar Summit Sedan,Mid-Size Sedan,ICE,Technical Review,Pipeline,0.4,4534764.58,USD,2026-04-30,2026-06-08,2026-08-04,2026-09-30,2,false,false,,Partner,Supplier Consolidation,Confirm program timing,2026-05-20
006000000000152AAA,Summit Motorworks - Summit Meridian Sedan - 0152,001000000000003AAA,005000000000012AAA,Expansion,Summit Meridian Sedan,Mid-Size Sedan,Hybrid,Negotiation,Commit,0.8,4436934.4,USD,2026-05-06,2026-08-24,,2026-08-24,0,false,false,,Inbound,Supplier Consolidation,Submit revised quotation,2026-06-05
006000000000153AAA,Continental Mobility Systems - Continental RoadReady Replacement - 0153,001000000000004AAA,005000000000017AAA,Requote,Continental RoadReady Replacement,Aftermarket Program,Hybrid,Proposal or Quote,Best Case,0.6,2759628.4,USD,2026-01-29,2026-05-02,2026-06-13,2026-07-26,3,false,false,,Referral,Supplier Consolidation,Submit revised quotation,2026-06-08
006000000000154AAA,Aurora Vehicle Works - Aurora RoadReady Replacement - 0154,001000000000005AAA,005000000000028AAA,Expansion,Aurora RoadReady Replacement,Aftermarket Program,Hybrid,Negotiation,Best Case,0.8,2771569.22,USD,2025-08-21,2026-05-08,,2026-10-18,0,false,false,,Referral,Supplier Consolidation,Complete technical review,2026-06-13
006000000000155AAA,Rio Grande Mobility - Rio Meridian Sedan - 0155,001000000000006AAA,005000000000030AAA,New Program,Rio Meridian Sedan,Mid-Size Sedan,Hybrid,Negotiation,Commit,0.8,4386795.31,USD,2025-07-31,2026-05-19,,2026-08-16,0,false,false,,Partner,Supplier Consolidation,Validate product fit,2026-05-28
006000000000156AAA,Northstar Automotive Group - Northstar Summit Sedan - 0156,001000000000001AAA,005000000000011AAA,New Program,Northstar Summit Sedan,Mid-Size Sedan,Hybrid,Negotiation,Best Case,0.8,3498738.3,USD,2025-11-24,2026-07-03,2026-09-16,2026-11-30,1,false,false,,Existing Relationship,Supplier Consolidation,Validate product fit,2026-06-10
006000000000157AAA,Summit Motorworks - Summit UrbanCargo Platform - 0157,001000000000003AAA,005000000000012AAA,Expansion,Summit UrbanCargo Platform,Fleet Van,ICE,Negotiation,Commit,0.8,2204611.89,USD,2026-02-13,2026-05-24,2026-07-05,2026-08-16,2,false,false,,Referral,Supplier Consolidation,Submit revised quotation,2026-06-26
006000000000158AAA,Continental Mobility Systems - Continental Summit Sedan - 0158,001000000000004AAA,005000000000015AAA,Requote,Continental Summit Sedan,Mid-Size Sedan,ICE,Proposal or Quote,Best Case,0.6,2761686.42,USD,2025-07-10,2026-07-24,2026-08-20,2026-09-16,3,false,false,,Inbound,Supplier Consolidation,Confirm program timing,2026-06-12
006000000000159AAA,Aurora Vehicle Works - Aurora MetroOne Program - 0159,001000000000005AAA,005000000000028AAA,Requote,Aurora MetroOne Program,Urban Commuter,ICE,Negotiation,Commit,0.8,2817331.07,USD,2026-04-30,2026-08-01,2026-08-30,2026-09-29,3,false,false,,Trade Event,Supplier Consolidation,Confirm program timing,2026-06-13
006000000000160AAA,Rio Grande Mobility - Rio UtilityPro Program - 0160,001000000000006AAA,005000000000030AAA,Expansion,Rio UtilityPro Program,Light Truck,Hybrid,Proposal or Quote,Best Case,0.6,2242333.05,USD,2026-03-01,2026-06-11,,2026-09-22,0,false,false,,Existing Relationship,Supplier Consolidation,Complete technical review,2026-05-18
006000000000161AAA,Northstar Automotive Group - Northstar Summit Sedan - 0161,001000000000001AAA,005000000000013AAA,New Program,Northstar Summit Sedan,Mid-Size Sedan,Hybrid,Negotiation,Commit,0.8,2666849.52,USD,2025-10-26,2026-09-16,,2026-09-16,0,false,false,,Existing Relationship,Supplier Consolidation,Submit revised quotation,2026-06-21
006000000000162AAA,Summit Motorworks - Summit Vista Crossover - 0162,001000000000003AAA,005000000000011AAA,Replacement,Summit Vista Crossover,Compact Crossover,Hybrid,Negotiation,Best Case,0.8,2357832.92,USD,2025-06-14,2026-04-01,2026-04-26,2026-09-24,1,false,false,,RFQ,Supplier Consolidation,Validate product fit,2026-06-02
006000000000163AAA,Continental Mobility Systems - Continental Vista Crossover - 0163,001000000000004AAA,005000000000015AAA,New Program,Continental Vista Crossover,Compact Crossover,Hybrid,Negotiation,Best Case,0.8,2933158.3,USD,2026-05-18,2026-06-16,,2026-11-13,0,false,false,,Referral,Supplier Consolidation,Submit revised quotation,2026-06-09
006000000000164AAA,Aurora Vehicle Works - Aurora Vista Crossover - 0164,001000000000005AAA,005000000000027AAA,Replacement,Aurora Vista Crossover,Compact Crossover,ICE,Proposal or Quote,Pipeline,0.6,4746485.42,USD,2025-08-19,2026-05-28,,2026-12-31,0,false,false,,RFQ,Supplier Consolidation,Submit revised quotation,2026-05-22
006000000000165AAA,Rio Grande Mobility - Rio FleetWay Program - 0165,001000000000006AAA,005000000000029AAA,Expansion,Rio FleetWay Program,Fleet Van,Hybrid,Technical Review,Pipeline,0.4,3437880.47,USD,2025-12-29,2026-06-13,2026-08-12,2026-10-12,3,false,false,,Existing Relationship,Supplier Consolidation,Validate product fit,2026-05-27
006000000000166AAA,Northstar Automotive Group - Northstar Nova Compact Program - 0166,001000000000001AAA,005000000000012AAA,Expansion,Northstar Nova Compact Program,Compact Crossover,Hybrid,Proposal or Quote,Best Case,0.6,2926772.2,USD,2025-11-19,2026-04-14,2026-06-12,2026-08-11,3,false,false,,Existing Relationship,Supplier Consolidation,Finalize commercial terms,2026-06-02
006000000000167AAA,Summit Motorworks - Summit Horizon Crossover - 0167,001000000000003AAA,005000000000013AAA,Replacement,Summit Horizon Crossover,Compact Crossover,ICE,Negotiation,Commit,0.8,4775622.73,USD,2025-11-10,2026-08-05,,2026-08-05,0,false,false,,Existing Relationship,Supplier Consolidation,Confirm program timing,2026-05-27
006000000000168AAA,Continental Mobility Systems - Continental Avenue Platform - 0168,001000000000004AAA,005000000000017AAA,Expansion,Continental Avenue Platform,Mid-Size Sedan,Hybrid,Technical Review,Pipeline,0.4,3886305.17,USD,2025-05-12,2026-07-21,,2026-07-21,0,false,false,,Existing Relationship,Supplier Consolidation,Validate product fit,2026-06-13
006000000000169AAA,Aurora Vehicle Works - Aurora UtilityPro Program - 0169,001000000000005AAA,005000000000027AAA,Expansion,Aurora UtilityPro Program,Light Truck,Hybrid,Proposal or Quote,Best Case,0.6,3308073.19,USD,2025-11-20,2026-05-01,,2026-08-06,0,false,false,,RFQ,Supplier Consolidation,Confirm program timing,2026-06-15
006000000000170AAA,Rio Grande Mobility - Rio Everyday Commuter - 0170,001000000000006AAA,005000000000030AAA,Requote,Rio Everyday Commuter,Urban Commuter,ICE,Negotiation,Commit,0.8,3812416.18,USD,2026-01-15,2026-08-04,,2026-08-04,0,false,false,,RFQ,Supplier Consolidation,Confirm program timing,2026-06-25
006000000000171AAA,Northstar Automotive Group - Northstar CityMotion Vehicle - 0171,001000000000001AAA,005000000000014AAA,Expansion,Northstar CityMotion Vehicle,Urban Commuter,ICE,Technical Review,Pipeline,0.4,3089821.36,USD,2025-10-23,2026-06-27,2026-09-10,2026-11-24,1,false,false,,Existing Relationship,Supplier Consolidation,Complete technical review,2026-05-26
006000000000172AAA,Summit Motorworks - Summit TransitWorks Van - 0172,001000000000003AAA,005000000000013AAA,Expansion,Summit TransitWorks Van,Fleet Van,Hybrid,Technical Review,Pipeline,0.4,4094097.98,USD,2026-04-04,2026-09-15,,2026-09-15,0,false,false,,Existing Relationship,Supplier Consolidation,Finalize commercial terms,2026-05-29
006000000000173AAA,Continental Mobility Systems - Continental RoadReady Replacement - 0173,001000000000004AAA,005000000000015AAA,Expansion,Continental RoadReady Replacement,Aftermarket Program,ICE,Proposal or Quote,Pipeline,0.6,4728613.78,USD,2026-03-16,2026-06-18,,2027-01-08,0,false,false,,Partner,Supplier Consolidation,Validate product fit,2026-05-30
006000000000174AAA,Aurora Vehicle Works - Aurora Vista Crossover - 0174,001000000000005AAA,005000000000027AAA,Expansion,Aurora Vista Crossover,Compact Crossover,ICE,Negotiation,Commit,0.8,3023272.28,USD,2025-05-22,2026-04-27,2026-06-03,2026-07-10,2,false,false,,Existing Relationship,Supplier Consolidation,Confirm program timing,2026-05-26
006000000000175AAA,Rio Grande Mobility - Rio FleetWay Program - 0175,001000000000006AAA,005000000000030AAA,New Program,Rio FleetWay Program,Fleet Van,Hybrid,Negotiation,Commit,0.8,3386765.7,USD,2026-04-22,2026-09-24,2026-11-02,2026-12-12,2,false,false,,RFQ,Supplier Consolidation,Finalize commercial terms,2026-06-03
006000000000176AAA,Windward Distribution 3 - Windward ServicePlus Program - 0176,001000000000481AAA,005000000000018AAA,Expansion,Windward ServicePlus Program,Aftermarket Program,Hybrid,Closed Lost,Closed,0,256890.75,USD,2025-06-12,2025-11-23,,2025-11-23,0,true,false,Program Cancelled,Partner,Quality Improvement,,2025-11-21
006000000000177AAA,Frontier Industrial Supply 32 - Frontier TrailForge Platform - 0177,001000000000210AAA,005000000000018AAA,Expansion,Frontier TrailForge Platform,Light Truck,Hybrid,Closed Lost,Closed,0,289672.94,USD,2025-05-05,2025-11-04,,2025-11-04,0,true,false,No Decision,Existing Relationship,Quality Improvement,,2025-10-25
006000000000178AAA,Frontier Engineering 49 - Frontier TransitWorks Van - 0178,001000000000401AAA,005000000000018AAA,Replacement,Frontier TransitWorks Van,Fleet Van,Hybrid,Closed Lost,Closed,0,277280.14,USD,2025-04-14,2025-10-23,,2025-10-23,0,true,false,Competitor,RFQ,Quality Improvement,,2025-10-10
006000000000179AAA,Heritage Manufacturing - Heritage RoadReady Replacement - 0179,001000000000138AAA,005000000000018AAA,Expansion,Heritage RoadReady Replacement,Aftermarket Program,Hybrid,Technical Review,Pipeline,0.4,349232.64,USD,2025-05-04,2026-10-23,,2026-10-23,0,false,false,,RFQ,Quality Improvement,Submit revised quotation,2026-05-24
006000000000180AAA,Stonebridge Distribution - Stonebridge UtilityPro Program - 0180,001000000000441AAA,005000000000018AAA,Requote,Stonebridge UtilityPro Program,Light Truck,Hybrid,Closed Lost,Closed,0,322596.69,USD,2025-06-04,2025-11-19,,2025-11-19,0,true,false,No Decision,RFQ,Quality Improvement,,2025-11-02
006000000000181AAA,Windward Distribution - Windward Nova Compact Program - 0181,001000000000126AAA,005000000000018AAA,Replacement,Windward Nova Compact Program,Compact Crossover,ICE,Closed Lost,Closed,0,291303.04,USD,2025-04-11,2025-10-01,,2025-10-01,0,true,false,Competitor,Existing Relationship,Quality Improvement,,2025-09-15
006000000000182AAA,Cedar Motor Systems - Cedar CityTrail Compact - 0182,001000000000129AAA,005000000000018AAA,Replacement,Cedar CityTrail Compact,Compact Crossover,ICE,Closed Lost,Closed,0,260087.05,USD,2025-04-11,2025-10-07,,2025-10-07,0,true,false,Timing,RFQ,Quality Improvement,,2025-09-13
006000000000183AAA,Prairie Components - Prairie Vista Crossover - 0183,001000000000038AAA,005000000000018AAA,Expansion,Prairie Vista Crossover,Compact Crossover,ICE,Negotiation,Commit,0.8,212841.24,USD,2025-05-17,2026-08-02,,2026-08-02,0,false,false,,Existing Relationship,Quality Improvement,Validate product fit,2026-06-26
006000000000184AAA,Lakeview Powertrain - Lakeview Everyday Commuter - 0184,001000000000363AAA,005000000000018AAA,Replacement,Lakeview Everyday Commuter,Urban Commuter,ICE,Closed Lost,Closed,0,179895.76,USD,2025-04-18,2025-09-28,,2025-09-28,0,true,false,Timing,RFQ,Quality Improvement,,2025-09-23
006000000000185AAA,Crown Vehicle Systems - Crown TrailForge Platform - 0185,001000000000378AAA,005000000000018AAA,New Program,Crown TrailForge Platform,Light Truck,ICE,Closed Won,Closed,1,271768.28,USD,2025-05-18,2025-11-27,,2025-11-27,0,true,true,,Inbound,Quality Improvement,,2025-11-04
006000000000186AAA,Maple Engineering 82 - Maple Nova Compact Program - 0186,001000000000435AAA,005000000000018AAA,New Program,Maple Nova Compact Program,Compact Crossover,Hybrid,Closed Lost,Closed,0,515446.96,USD,2025-08-23,2026-02-13,,2026-02-13,0,true,false,No Decision,RFQ,Quality Improvement,,2026-01-27
006000000000187AAA,Pinnacle Automotive 41 - Pinnacle FleetWay Program - 0187,001000000000369AAA,005000000000018AAA,Replacement,Pinnacle FleetWay Program,Fleet Van,Hybrid,Closed Lost,Closed,0,457717.08,USD,2025-07-14,2026-01-06,,2026-01-06,0,true,false,Competitor,Partner,Quality Improvement,,2025-12-12
006000000000188AAA,Crescent Automotive 72 - Crescent UtilityPro Program - 0188,001000000000446AAA,005000000000018AAA,Requote,Crescent UtilityPro Program,Light Truck,Hybrid,Closed Won,Closed,1,517301.84,USD,2025-08-03,2025-12-29,,2025-12-29,0,true,true,,Existing Relationship,Quality Improvement,,2025-12-06
006000000000189AAA,Redwood Engineering - Redwood Everyday Commuter - 0189,001000000000365AAA,005000000000018AAA,New Program,Redwood Everyday Commuter,Urban Commuter,ICE,Closed Lost,Closed,0,417709.74,USD,2025-07-09,2025-12-27,,2025-12-27,0,true,false,Timing,Partner,Quality Improvement,,2025-12-24
006000000000190AAA,Atlas Vehicle Systems - Atlas Meridian Sedan - 0190,001000000000172AAA,005000000000018AAA,Requote,Atlas Meridian Sedan,Mid-Size Sedan,ICE,Closed Lost,Closed,0,467450.88,USD,2025-08-10,2026-01-17,,2026-01-17,0,true,false,Technical Fit,Referral,Quality Improvement,,2026-01-04
006000000000191AAA,Redwood Engineering - Redwood National Parts Program - 0191,001000000000365AAA,005000000000018AAA,New Program,Redwood National Parts Program,Aftermarket Program,ICE,Technical Review,Pipeline,0.4,385995.68,USD,2025-09-11,2026-10-26,,2026-10-26,0,false,false,,RFQ,Quality Improvement,Submit revised quotation,2026-06-08
006000000000192AAA,Eastgate Vehicle Systems - Eastgate MetroOne Program - 0192,001000000000014AAA,005000000000018AAA,Expansion,Eastgate MetroOne Program,Urban Commuter,Hybrid,Closed Won,Closed,1,465109.63,USD,2025-09-08,2026-02-25,,2026-02-25,0,true,true,,Partner,Quality Improvement,,2026-02-10
006000000000193AAA,Crescent Engineering - Crescent Summit Sedan - 0193,001000000000069AAA,005000000000018AAA,New Program,Crescent Summit Sedan,Mid-Size Sedan,ICE,Closed Lost,Closed,0,471334.85,USD,2025-07-08,2025-12-28,,2025-12-28,0,true,false,Technical Fit,Inbound,Quality Improvement,,2025-12-26
006000000000194AAA,Crescent Automotive 72 - Crescent Vista Crossover - 0194,001000000000446AAA,005000000000018AAA,Requote,Crescent Vista Crossover,Compact Crossover,Hybrid,Closed Won,Closed,1,516600.75,USD,2025-08-16,2026-02-07,,2026-02-07,0,true,true,,RFQ,Quality Improvement,,2026-01-20
006000000000195AAA,Windward Performance Parts 66 - Windward Horizon Crossover - 0195,001000000000470AAA,005000000000018AAA,New Program,Windward Horizon Crossover,Compact Crossover,Hybrid,Closed Won,Closed,1,344302.69,USD,2025-09-01,2026-02-15,,2026-02-15,0,true,true,,Existing Relationship,Quality Improvement,,2026-02-13
006000000000196AAA,Central Transport Group - Central Avenue Platform - 0196,001000000000249AAA,005000000000018AAA,Replacement,Central Avenue Platform,Mid-Size Sedan,ICE,Negotiation,Commit,0.8,695923.35,USD,2025-11-12,2026-07-30,,2026-07-30,0,false,false,,Referral,Quality Improvement,Finalize commercial terms,2026-05-17
006000000000197AAA,Central Transport Group - Central RoadReady Replacement - 0197,001000000000249AAA,005000000000018AAA,New Program,Central RoadReady Replacement,Aftermarket Program,ICE,Closed Won,Closed,1,594257.53,USD,2025-12-09,2026-05-18,,2026-05-18,0,true,true,,Existing Relationship,Quality Improvement,,2026-05-16
006000000000198AAA,Prairie Motor Systems - Prairie CityMotion Vehicle - 0198,001000000000051AAA,005000000000018AAA,Expansion,Prairie CityMotion Vehicle,Urban Commuter,ICE,Closed Lost,Closed,0,618321.52,USD,2025-10-11,2026-03-02,,2026-03-02,0,true,false,Technical Fit,RFQ,Quality Improvement,,2026-02-16
006000000000199AAA,Atlas Mobility - Atlas CityTrail Compact - 0199,001000000000127AAA,005000000000018AAA,Expansion,Atlas CityTrail Compact,Compact Crossover,ICE,Closed Won,Closed,1,742663.9,USD,2025-10-06,2026-03-03,,2026-03-03,0,true,true,,RFQ,Quality Improvement,,2026-02-27
006000000000200AAA,Canyon Engineering - Canyon UrbanGo Platform - 0200,001000000000316AAA,005000000000018AAA,Expansion,Canyon UrbanGo Platform,Urban Commuter,ICE,Closed Lost,Closed,0,616841.83,USD,2025-11-23,2026-04-20,,2026-04-20,0,true,false,Timing,Referral,Quality Improvement,,2026-04-14
006000000000201AAA,Eastgate Vehicle Systems - Eastgate Avenue Platform - 0201,001000000000014AAA,005000000000018AAA,Replacement,Eastgate Avenue Platform,Mid-Size Sedan,ICE,Closed Lost,Closed,0,633562.51,USD,2025-11-26,2026-04-02,,2026-04-02,0,true,false,Timing,Inbound,Quality Improvement,,2026-03-08
006000000000202AAA,Windward Engineering - Windward Meridian Sedan - 0202,001000000000176AAA,005000000000018AAA,Replacement,Windward Meridian Sedan,Mid-Size Sedan,Hybrid,Closed Lost,Closed,0,633358.82,USD,2025-11-08,2026-04-05,,2026-04-05,0,true,false,Price,Existing Relationship,Quality Improvement,,2026-04-01
006000000000203AAA,Liberty Mobility - Liberty TrailForge Platform - 0203,001000000000142AAA,005000000000018AAA,Replacement,Liberty TrailForge Platform,Light Truck,ICE,Closed Won,Closed,1,560260.76,USD,2025-11-14,2026-04-12,,2026-04-12,0,true,true,,RFQ,Quality Improvement,,2026-04-03
006000000000204AAA,Atlas Powertrain - Atlas UtilityPro Program - 0204,001000000000066AAA,005000000000018AAA,Expansion,Atlas UtilityPro Program,Light Truck,ICE,Closed Won,Closed,1,574551.64,USD,2025-10-06,2026-03-09,,2026-03-09,0,true,true,,Referral,Quality Improvement,,2026-02-16
006000000000205AAA,Timberline Components 30 - Timberline UtilityPro Program - 0205,001000000000254AAA,005000000000018AAA,Expansion,Timberline UtilityPro Program,Light Truck,ICE,Closed Won,Closed,1,739371.98,USD,2025-12-17,2026-04-26,,2026-04-26,0,true,true,,Inbound,Quality Improvement,,2026-04-18
006000000000206AAA,Alder Automotive 84 - Alder National Parts Program - 0206,001000000000347AAA,005000000000018AAA,Expansion,Alder National Parts Program,Aftermarket Program,ICE,Closed Lost,Closed,0,639543.87,USD,2026-02-07,2026-06-12,,2026-06-12,0,true,false,No Decision,Existing Relationship,Quality Improvement,,2026-06-01
006000000000207AAA,Pacific Performance Parts 72 - Pacific ServicePlus Program - 0207,001000000000391AAA,005000000000018AAA,Expansion,Pacific ServicePlus Program,Aftermarket Program,Hybrid,Negotiation,Commit,0.8,829709.41,USD,2026-03-09,2026-07-07,,2026-07-07,0,false,false,,Existing Relationship,Quality Improvement,Confirm program timing,2026-05-19
006000000000208AAA,Crown Vehicle Systems 97 - Crown Meridian Sedan - 0208,001000000000438AAA,005000000000018AAA,Requote,Crown Meridian Sedan,Mid-Size Sedan,Hybrid,Closed Lost,Closed,0,884858.11,USD,2026-02-03,2026-06-23,,2026-06-23,0,true,false,Technical Fit,Existing Relationship,Quality Improvement,,2026-06-06
006000000000209AAA,Windward Distribution 3 - Windward National Parts Program - 0209,001000000000481AAA,005000000000018AAA,New Program,Windward National Parts Program,Aftermarket Program,ICE,Negotiation,Commit,0.8,857507.94,USD,2026-03-16,2026-07-07,,2026-07-07,0,false,false,,RFQ,Quality Improvement,Complete technical review,2026-06-19
006000000000210AAA,Harbor Motor Systems - Harbor TrailForge Platform - 0210,001000000000345AAA,005000000000018AAA,Expansion,Harbor TrailForge Platform,Light Truck,Hybrid,Closed Won,Closed,1,677797.35,USD,2026-01-11,2026-05-18,,2026-05-18,0,true,true,,Trade Event,Quality Improvement,,2026-05-13
006000000000211AAA,Beacon Manufacturing 52 - Beacon TransitWorks Van - 0211,001000000000260AAA,005000000000018AAA,Requote,Beacon TransitWorks Van,Fleet Van,ICE,Closed Lost,Closed,0,951687.48,USD,2026-02-27,2026-06-22,,2026-06-22,0,true,false,Price,RFQ,Quality Improvement,,2026-06-11
006000000000212AAA,Alder Components 47 - Alder CityTrail Compact - 0212,001000000000416AAA,005000000000018AAA,Expansion,Alder CityTrail Compact,Compact Crossover,Hybrid,Proposal or Quote,Best Case,0.6,753910.33,USD,2026-02-18,2026-07-08,,2026-07-08,0,false,false,,RFQ,Quality Improvement,Complete technical review,2026-05-17
006000000000213AAA,Crescent Fleet Solutions 53 - Crescent TransitWorks Van - 0213,001000000000463AAA,005000000000018AAA,Expansion,Crescent TransitWorks Van,Fleet Van,ICE,Closed Won,Closed,1,644724.31,USD,2026-02-17,2026-06-17,,2026-06-17,0,true,true,,Existing Relationship,Quality Improvement,,2026-06-14
006000000000214AAA,MetroVale Motors - MetroVale MetroOne Program - 0214,001000000000002AAA,005000000000018AAA,Replacement,MetroVale MetroOne Program,Urban Commuter,Hybrid,Closed Won,Closed,1,855603.6,USD,2026-02-03,2026-06-07,,2026-06-07,0,true,true,,RFQ,Quality Improvement,,2026-05-15
006000000000215AAA,Windward Performance Parts 66 - Windward TransitWorks Van - 0215,001000000000470AAA,005000000000018AAA,Replacement,Windward TransitWorks Van,Fleet Van,ICE,Negotiation,Commit,0.8,543928.77,USD,2026-03-19,2026-08-09,,2026-08-09,0,false,false,,Existing Relationship,Quality Improvement,Complete technical review,2026-06-18
006000000000216AAA,Meridian Distribution 78 - Meridian Avenue Platform - 0216,001000000000045AAA,005000000000018AAA,Expansion,Meridian Avenue Platform,Mid-Size Sedan,ICE,Negotiation,Commit,0.8,1196791.31,USD,2026-04-16,2026-07-25,,2026-07-25,0,false,false,,RFQ,Quality Improvement,Confirm program timing,2026-05-21
006000000000217AAA,Atlas Vehicle Systems 28 - Atlas WorkLine Truck - 0217,001000000000389AAA,005000000000018AAA,Expansion,Atlas WorkLine Truck,Light Truck,ICE,Negotiation,Commit,0.8,1028510.98,USD,2026-05-21,2026-09-06,,2026-09-06,0,false,false,,RFQ,Quality Improvement,Complete technical review,2026-05-22
006000000000218AAA,Lakeview Powertrain - Lakeview UrbanCargo Platform - 0218,001000000000363AAA,005000000000018AAA,New Program,Lakeview UrbanCargo Platform,Fleet Van,Hybrid,Negotiation,Commit,0.8,847044.17,USD,2026-06-06,2026-09-19,,2026-09-19,0,false,false,,Existing Relationship,Quality Improvement,Validate product fit,2026-06-09
006000000000219AAA,MetroVale Motors - MetroVale Nova Compact Program - 0219,001000000000002AAA,005000000000018AAA,New Program,MetroVale Nova Compact Program,Compact Crossover,Hybrid,Proposal or Quote,Best Case,0.6,975896.6,USD,2026-05-20,2026-09-21,,2026-09-21,0,false,false,,RFQ,Quality Improvement,Complete technical review,2026-06-21
006000000000220AAA,Windward Engineering - Windward Horizon Crossover - 0220,001000000000176AAA,005000000000018AAA,Expansion,Windward Horizon Crossover,Compact Crossover,ICE,Proposal or Quote,Best Case,0.6,794354.88,USD,2026-04-04,2026-07-19,,2026-07-19,0,false,false,,Referral,Quality Improvement,Validate product fit,2026-06-19
006000000000221AAA,Alder Components 47 - Alder UtilityPro Program - 0221,001000000000416AAA,005000000000018AAA,New Program,Alder UtilityPro Program,Light Truck,Hybrid,Negotiation,Commit,0.8,1294340.49,USD,2026-04-25,2026-08-02,,2026-08-02,0,false,false,,Existing Relationship,Quality Improvement,Submit revised quotation,2026-06-14
006000000000222AAA,Alder Components - Alder WorkLine Truck - 0222,001000000000121AAA,005000000000018AAA,New Program,Alder WorkLine Truck,Light Truck,ICE,Technical Review,Pipeline,0.4,1301113.62,USD,2026-05-31,2026-09-01,,2026-09-01,0,false,false,,Inbound,Quality Improvement,Validate product fit,2026-05-17
006000000000223AAA,Crescent Automotive - Crescent ServicePlus Program - 0223,001000000000135AAA,005000000000018AAA,Replacement,Crescent ServicePlus Program,Aftermarket Program,ICE,Proposal or Quote,Best Case,0.6,1067335.9,USD,2026-04-27,2026-08-28,,2026-08-28,0,false,false,,Referral,Quality Improvement,Finalize commercial terms,2026-06-02
006000000000224AAA,Crescent Powertrain - Crescent UtilityPro Program - 0224,001000000000092AAA,005000000000018AAA,New Program,Crescent UtilityPro Program,Light Truck,Hybrid,Negotiation,Commit,0.8,1289578.24,USD,2026-04-10,2026-07-13,,2026-07-13,0,false,false,,RFQ,Quality Improvement,Confirm program timing,2026-06-16
006000000000225AAA,Stonebridge Distribution - Stonebridge Vista Crossover - 0225,001000000000441AAA,005000000000018AAA,New Program,Stonebridge Vista Crossover,Compact Crossover,Hybrid,Negotiation,Commit,0.8,1010717.34,USD,2026-04-15,2026-08-04,,2026-08-04,0,false,false,,Inbound,Quality Improvement,Complete technical review,2026-06-18
006000000000226AAA,Summit Motorworks - Summit TransitWorks Van - 0226,001000000000003AAA,005000000000012AAA,Expansion,Summit TransitWorks Van,Fleet Van,ICE,Negotiation,Pipeline,0.8,6211427,USD,2025-12-03,2025-12-25,2026-03-07,2026-10-04,3,false,false,,Trade Event,Capacity Expansion,Confirm program timing,2026-06-05
006000000000227AAA,Northstar Automotive Group - Northstar Meridian Sedan - 0227,001000000000001AAA,005000000000013AAA,New Program,Northstar Meridian Sedan,Mid-Size Sedan,Hybrid,Negotiation,Commit,0.8,3647963.97,USD,2025-06-23,2026-05-19,2026-07-19,2026-09-07,5,false,false,,Existing Relationship,Capacity Expansion,Confirm program timing,2026-06-24
006000000000228AAA,Aurora Vehicle Works - Aurora Horizon Crossover - 0228,001000000000005AAA,005000000000027AAA,Expansion,Aurora Horizon Crossover,Compact Crossover,Hybrid,Proposal or Quote,Best Case,0.6,4382432.26,USD,2025-07-23,2026-02-08,2026-04-27,2026-06-30,2,false,false,,Referral,Capacity Expansion,Validate product fit,2026-05-25
006000000000229AAA,Rio Grande Mobility - Rio Horizon Crossover - 0229,001000000000006AAA,005000000000030AAA,New Program,Rio Horizon Crossover,Compact Crossover,ICE,Proposal or Quote,Best Case,0.6,6459131.19,USD,2025-09-06,2026-01-28,2026-04-27,2026-07-09,2,false,false,,Existing Relationship,Capacity Expansion,Confirm program timing,2026-06-15
